icao24,origin_country,velocity,on_ground
8014f5,India,47.03,False
8014f2,India,152.29,False
8014f0,India,257.33,False
e0b255,Argentina,200.65,False
4400eb,Austria,230.9,False
a39d9b,United States,0.0,True
471f9a,Hungary,252.09,False
471f9e,Hungary,237.21,False
7c1c68,Australia,84.53,False
343141,Spain,198.33,False
471f86,Hungary,167.9,False
a9a230,United States,35.56,False
8014bd,India,0.06,True
8a0442,Indonesia,171.8,False
86cef4,Japan,277.15,False
471f6e,Hungary,111.32,False
471f6b,Hungary,222.5,False
86cee7,Japan,128.85,False
8014d6,India,184.92,False
34444b,Spain,206.28,False
aa927a,United States,243.92,False
7c1c4f,Australia,126.29,False
8014ce,India,1.54,True
344459,Spain,174.61,False
8a03b2,Indonesia,240.17,False
4a2022,Romania,207.99,False
471f69,Hungary,245.5,False
471f66,Hungary,208.53,False
aae267,United States,189.02,False
7c7183,Australia,106.23,False
471f65,Hungary,247.68,False
471f62,Hungary,216.28,False
7c717c,Australia,43.55,False
4400c8,Austria,212.63,False
344449,Spain,192.99,False
471f75,Hungary,235.59,False
471f76,Hungary,241.93,False
4400b7,Austria,250.63,False
7809b5,China,200.3,False
4400b6,Austria,3.86,False
4400e3,Austria,183.61,False
742838,Jordan,194.71,False
a4d91c,United States,68.84,False
8014fd,India,0.0,True
a59601,United States,227.07,False
5003b4,San Marino,253.31,False
469c25,Greece,50.22,False
34440a,Spain,10.8,True
471f3d,Hungary,189.29,False
469c30,Greece,33.45,False
a3a61b,United States,233.99,False
344417,Spain,238.95,False
4400d6,Austria,240.06,False
5003cd,San Marino,221.75,False
0d1201,Mexico,241.44,False
344409,Spain,236.87,False
471f36,Hungary,216.66,False
471f37,Hungary,261.06,False
471f38,Hungary,189.75,False
471f31,Hungary,9.26,True
471f32,Hungary,242.8,False
7cf9a5,Australia,46.27,False
801612,India,147.28,False
471f06,Hungary,192.57,False
471f05,Hungary,217.73,False
3ffbd1,Germany,35.94,False
4b405b,Switzerland,0.0,True
e07542,Argentina,245.02,False
4cc331,Iceland,147.85,False
7809fc,China,99.6,False
7c7194,Australia,0.06,True
885282,Thailand,188.62,False
ab5d29,United States,59.82,False
407b4b,United Kingdom,79.14,False
407b57,United Kingdom,95.27,False
ac2412,United States,269.04,False
801767,India,213.55,False
407b55,United Kingdom,159.49,False
407b52,United Kingdom,76.82,False
801772,India,240.11,False
c035cc,Canada,257.39,False
a6f312,United States,215.81,False
4402a3,Austria,4.89,True
3d22ef,Germany,41.11,False
801750,India,137.55,False
8852e2,Thailand,158.71,False
80173e,India,173.37,False
a9a1e0,United States,223.59,False
3c4b31,Germany,154.97,False
3c4b28,Germany,246.01,False
3c4b2e,Germany,225.63,False
3430cd,Spain,84.13,False
3c4b35,Germany,266.21,False
a89fa3,United States,197.45,False
ab048d,United States,261.04,False
0d10fd,Mexico,235.92,False
0d10fe,Mexico,252.61,False
801788,India,8.75,True
778823,Syrian Arab Republic,238.19,False
4cc279,Iceland,235.11,False
80177c,India,142.4,False
801795,India,58.44,False
801799,India,279.16,False
3443cc,Spain,16.46,False
3c4b4e,Germany,196.17,False
801792,India,194.41,False
3c4b4c,Germany,101.61,False
44036a,Austria,112.92,False
440374,Austria,60.81,False
3443d1,Spain,256.42,False
a235a5,United States,127.12,False
c01040,Canada,5.4,True
398eab,France,60.78,False
3d3715,Germany,48.91,False
4aca06,Sweden,177.81,False
4aca05,Sweden,215.86,False
4aca13,Sweden,222.82,False
4aca12,Sweden,7.2,True
4aca15,Sweden,67.13,False
4aca0d,Sweden,216.83,False
46a60f,Greece,152.9,False
4aca69,Sweden,8.23,True
4aca73,Sweden,186.42,False
8016b1,India,245.63,False
4aca74,Sweden,64.31,False
a222bf,United States,104.45,False
4aca79,Sweden,199.11,False
407b02,United Kingdom,61.33,False
4aca6b,Sweden,184.81,False
8016b7,India,76.07,False
4aca6d,Sweden,199.57,False
76b869,Singapore,237.62,False
4aca6c,Sweden,71.3,False
8016b9,India,162.04,False
7c2faf,Australia,72.97,False
471fa9,Hungary,234.13,False
4aca45,Sweden,233.82,False
471fa4,Hungary,191.54,False
471fa1,Hungary,145.49,False
471fa2,Hungary,120.62,False
471fa5,Hungary,71.55,False
44034b,Austria,7.46,True
4bb4e3,Turkey,192.29,False
471fac,Hungary,194.57,False
471faa,Hungary,235.46,False
471fae,Hungary,219.0,False
c07cf6,Canada,252.63,False
4aca53,Sweden,236.26,False
a0f5e7,United States,217.96,False
4aca4a,Sweden,84.37,False
46b927,Greece,201.47,False
8015c1,India,257.66,False
8015c0,India,204.33,False
ad68ba,United States,0.0,True
8015bc,India,163.82,False
39212e,France,57.48,False
38145a,France,0.0,True
84c068,Japan,87.32,False
8a0375,Indonesia,133.77,False
8015cd,India,234.63,False
0180b6,Libyan Arab Jamahiriya,246.55,False
0180b4,Libyan Arab Jamahiriya,258.25,False
885337,Thailand,84.88,False
440310,Austria,195.91,False
46da6c,Greece,198.19,False
8a0363,Indonesia,113.25,False
8015a8,India,206.02,False
a9a397,United States,259.94,False
8a034e,Indonesia,121.42,False
8015b4,India,125.51,False
873378,Japan,0.06,True
885310,Thailand,213.1,False
7c71f7,Australia,9.26,True
885306,Thailand,168.14,False
885302,Thailand,2.31,True
885301,Thailand,86.72,False
e49dde,Brazil,212.14,False
34324f,Spain,230.42,False
a64e2a,United States,217.31,False
8015db,India,99.35,False
39214f,France,57.62,False
0180a1,Libyan Arab Jamahiriya,257.54,False
8015f7,India,223.74,False
abae8f,United States,206.87,False
88530c,Thailand,75.65,False
8015ee,India,175.85,False
4bc856,Turkey,196.41,False
4bc84d,Turkey,218.09,False
4bc84b,Turkey,210.95,False
739349,Israel,92.63,False
4401d8,Austria,26.93,False
0d1139,Mexico,255.48,False
70203e,Bangladesh,4.37,False
702066,Bangladesh,202.65,False
aa92fb,United States,234.44,False
0d112e,Mexico,260.91,False
70204b,Bangladesh,247.9,False
728683,Iraq,231.26,False
4bc847,Turkey,220.18,False
4bc848,Turkey,219.0,False
4bc843,Turkey,217.08,False
4bc841,Turkey,220.02,False
72866b,Iraq,184.81,False
4bc850,Turkey,211.96,False
841b6a,Japan,88.99,False
aa92f9,United States,263.17,False
4401f7,Austria,244.85,False
c06a80,Canada,236.15,False
4bc88d,Turkey,217.53,False
a3db93,United States,255.52,False
87339a,Japan,78.21,False
4bb567,Turkey,151.73,False
4bc899,Turkey,221.01,False
4787b3,Norway,220.62,False
4bc896,Turkey,247.94,False
4bb565,Turkey,174.49,False
801717,India,52.24,False
ad438e,United States,0.19,True
4bb573,Turkey,210.62,False
c06a38,Canada,244.35,False
8518ae,Japan,246.3,False
3946e5,France,78.4,False
4bc88f,Turkey,175.68,False
801726,India,29.32,True
ac1099,United States,4.74,False
c81bb3,New Zealand,137.57,False
841b28,Japan,203.2,False
4bc883,Turkey,211.35,False
ae638d,United States,212.02,False
4bc889,Turkey,237.99,False
4bc886,Turkey,209.9,False
4bb562,Turkey,211.59,False
4bc890,Turkey,217.85,False
5002bd,San Marino,261.85,False
a14ad1,United States,255.43,False
8a0394,Indonesia,106.91,False
73806e,Israel,199.64,False
452086,Bulgaria,234.63,False
80186e,India,94.42,False
80053e,India,89.73,False
801878,India,211.15,False
c058c2,Canada,246.98,False
80187d,India,188.67,False
440096,Austria,204.76,False
4068f5,United Kingdom,162.47,False
440090,Austria,238.39,False
738061,Israel,193.49,False
a3795a,United States,0.0,True
738064,Israel,242.3,False
801862,India,112.15,False
738063,Israel,190.31,False
738068,Israel,206.6,False
80184e,India,72.07,False
73805c,Israel,261.13,False
44009e,Austria,217.36,False
c058c3,Canada,103.35,False
738076,Israel,264.35,False
73806a,Israel,284.57,False
c058be,Canada,257.49,False
80057c,India,207.32,False
adb723,United States,268.68,False
440057,Austria,241.23,False
4b0f1c,Switzerland,97.27,False
8733bc,Japan,207.5,False
440065,Austria,230.11,False
440062,Austria,7.46,True
3b07ff,France,0.51,True
44004f,Austria,96.05,False
702098,Bangladesh,117.4,False
702096,Bangladesh,0.0,True
4b0f0a,Switzerland,107.67,False
738053,Israel,181.8,False
3453d3,Spain,75.94,False
440052,Austria,259.37,False
738057,Israel,233.51,False
738055,Israel,213.99,False
a2dceb,United States,233.43,False
44006e,Austria,158.25,False
44006c,Austria,71.47,False
80055e,India,33.36,False
4aa6b6,Sweden,127.15,False
4b0f49,Switzerland,150.9,False
3453c1,Spain,234.9,False
484fdf,Kingdom of the Netherlands,218.82,False
440085,Austria,0.26,True
3453c3,Spain,215.32,False
440083,Austria,206.85,False
ad675f,United States,235.88,False
440080,Austria,199.84,False
8a04e4,Indonesia,86.27,False
44005c,Austria,66.03,False
440068,Austria,19.1,False
440075,Austria,1.03,True
800583,India,275.12,False
70209f,Bangladesh,178.16,False
800584,India,256.49,False
440073,Austria,222.25,False
8a04ce,Indonesia,143.64,False
800589,India,261.01,False
39dc41,France,52.93,False
800582,India,237.58,False
a84343,United States,291.98,False
440019,Austria,197.92,False
440018,Austria,243.93,False
c0467c,Canada,109.59,False
a28e10,United States,163.83,False
8a064c,Indonesia,168.74,False
874846,Japan,257.4,False
440039,Austria,208.5,False
440037,Austria,211.64,False
440036,Austria,250.24,False
8a0637,Indonesia,171.59,False
440030,Austria,3.6,True
a138b8,United States,976.47,False
44001b,Austria,131.01,False
a6f01c,United States,254.06,False
8960f1,United Arab Emirates,242.26,False
500213,San Marino,210.16,False
8840ee,Thailand,97.75,False
a78fcf,United States,215.4,False
47c1f7,Norway,144.13,False
8840f9,Thailand,227.45,False
3c4a8b,Germany,265.26,False
8004a6,India,235.28,False
344195,Spain,111.24,False
adfe9a,United States,98.62,False
a03b40,United States,2.83,True
5001d3,San Marino,256.01,False
344295,Spain,142.15,False
8016dd,India,221.45,False
89611f,United Arab Emirates,231.02,False
47c1ab,Norway,67.88,False
3d1027,Germany,99.91,False
405636,United Kingdom,179.37,False
405638,United Kingdom,180.05,False
405631,United Kingdom,193.26,False
4891b2,Poland,251.0,False
8016ae,India,128.6,False
34558c,Spain,137.6,False
4891ac,Poland,238.41,False
345595,Spain,231.91,False
3d367f,Germany,45.89,False
8016d6,India,228.39,False
345592,Spain,110.53,False
8016d4,India,227.73,False
8016bf,India,0.06,True
5001dc,San Marino,133.02,False
5001db,San Marino,207.4,False
8016ca,India,114.35,False
abbe23,United States,7.72,True
345583,Spain,244.34,False
394471,France,50.6,False
471d62,Hungary,251.69,False
471d61,Hungary,231.43,False
471d66,Hungary,253.7,False
458d99,Denmark,128.41,False
471d65,Hungary,248.18,False
5001fe,San Marino,10.8,True
458d9a,Denmark,77.9,False
471d5a,Hungary,138.61,False
471d5b,Hungary,243.8,False
471d5c,Hungary,204.2,False
a472c7,United States,128.61,False
345558,Spain,245.69,False
e49ca9,Brazil,225.02,False
40697c,United Kingdom,143.07,False
4784c2,Norway,173.1,False
344216,Spain,117.29,False
344218,Spain,247.75,False
a12732,United States,232.97,False
7cb05c,Australia,126.96,False
7cb05d,Australia,124.54,False
801800,India,199.71,False
aa3b84,United States,249.65,False
7cb065,Australia,165.68,False
7cb063,Australia,135.79,False
801808,India,64.92,False
ab003d,United States,63.61,False
7c607c,Australia,90.73,False
a1272f,United States,230.57,False
4adab0,Sweden,46.85,False
7cb059,Australia,160.84,False
896196,United Arab Emirates,259.71,False
a842e7,United States,4.89,True
896199,United Arab Emirates,245.02,False
89618a,United Arab Emirates,236.16,False
406942,United Kingdom,66.95,False
a12778,United States,0.06,True
801835,India,164.96,False
a5e2a1,United States,223.57,False
801839,India,157.58,False
896175,United Arab Emirates,244.84,False
c044b2,Canada,161.23,False
a4870d,United States,241.99,False
a0f427,United States,261.77,False
80183b,India,224.48,False
a1277a,United States,246.73,False
896181,United Arab Emirates,235.01,False
a12758,United States,267.26,False
40690a,United Kingdom,205.52,False
80180b,India,253.11,False
80180e,India,0.0,True
39b9a4,France,138.35,False
406909,United Kingdom,112.58,False
896169,United Arab Emirates,290.8,False
45218e,Bulgaria,218.8,False
a3b771,United States,83.82,False
4043b8,United Kingdom,46.43,False
39dd42,France,247.68,False
39dd45,France,75.26,False
39dd44,France,137.63,False
a12799,United States,280.77,False
a5810c,United States,141.67,False
a0f44c,United States,263.79,False
ac486a,United States,76.99,False
452163,Bulgaria,214.37,False
80069d,India,87.46,False
3441cd,Spain,7.72,True
478791,Norway,112.33,False
ababb7,United States,187.26,False
478787,Norway,53.43,False
8a03e5,Indonesia,225.0,False
45213d,Bulgaria,227.62,False
440165,Austria,50.26,False
47878c,Norway,73.42,False
440175,Austria,1.8,True
47878d,Norway,8.75,True
440170,Austria,161.58,False
ad9bc8,United States,207.32,False
440198,Austria,0.0,True
87cd2f,Japan,216.82,False
39dd57,France,150.38,False
adfebf,United States,225.37,False
39dd59,France,91.12,False
7c759b,Australia,57.89,False
adfebb,United States,81.12,False
300a9d,Italy,138.52,False
478764,Norway,117.57,False
a3411f,United States,238.92,False
8a03af,Indonesia,153.06,False
00a018,South Africa,54.02,False
8a03aa,Indonesia,231.66,False
440195,Austria,0.0,True
440191,Austria,212.81,False
452169,Bulgaria,229.79,False
452166,Bulgaria,241.29,False
471dbf,Hungary,232.47,False
471dbd,Hungary,250.86,False
440135,Austria,92.72,False
471dbc,Hungary,245.88,False
471dba,Hungary,215.1,False
440141,Austria,230.92,False
471dc1,Hungary,231.58,False
471dd6,Hungary,0.0,True
440159,Austria,203.1,False
471da8,Hungary,70.48,False
471daf,Hungary,0.0,True
8a0515,Indonesia,70.21,False
471db6,Hungary,247.83,False
471db7,Hungary,241.26,False
471db4,Hungary,165.97,False
471db5,Hungary,257.92,False
471db8,Hungary,160.54,False
471db9,Hungary,263.54,False
44013f,Austria,70.0,False
471db3,Hungary,243.05,False
452122,Bulgaria,206.64,False
4bb2b2,Turkey,213.65,False
387fdc,France,55.41,False
8a0508,Indonesia,82.55,False
8a0509,Indonesia,211.05,False
4bb2aa,Turkey,223.06,False
84d622,Japan,198.11,False
a41f37,United States,247.84,False
7020a6,Bangladesh,137.51,False
7020a4,Bangladesh,6.17,False
7c7534,Australia,117.31,False
300a55,Italy,47.51,False
7020ae,Bangladesh,0.0,True
7020ab,Bangladesh,191.63,False
7020b2,Bangladesh,242.94,False
e4a56c,Brazil,96.65,False
0088b3,South Africa,113.06,False
0d12ac,Mexico,230.77,False
7c752f,Australia,187.64,False
7c7526,Australia,269.64,False
a379d3,United States,0.06,True
7020bc,Bangladesh,150.33,False
7020c2,Bangladesh,1.54,False
300a1a,Italy,41.87,False
4bb2a1,Turkey,212.14,False
300a1f,Italy,48.79,False
e49bfd,Brazil,245.52,False
8018be,India,204.4,False
a83108,United States,236.15,False
e4a54d,Brazil,214.56,False
846021,Japan,220.59,False
a126e7,United States,250.12,False
4bb2a9,Turkey,294.64,False
a4c3a0,United States,135.46,False
39a864,France,62.16,False
a41f6c,United States,234.28,False
8017fd,India,49.31,False
404432,United Kingdom,52.07,False
8004df,India,0.0,True
8004dd,India,211.54,False
8017e5,India,168.05,False
adc9b6,United States,266.96,False
4bb1c4,Turkey,225.49,False
4892c1,Poland,208.83,False
4892c0,Poland,210.27,False
4892c8,Poland,215.24,False
c04738,Canada,244.51,False
39320d,France,71.87,False
4b1fa1,Switzerland,77.38,False
a53f20,United States,129.17,False
c07b8c,Canada,264.05,False
896210,United Arab Emirates,130.33,False
a9515c,United States,96.2,False
896214,United Arab Emirates,221.78,False
5000da,San Marino,195.53,False
ab5c69,United States,254.93,False
884207,Thailand,214.68,False
884202,Thailand,233.36,False
7380c2,Israel,209.0,False
7380c0,Israel,267.0,False
7380c6,Israel,217.87,False
7380c5,Israel,241.87,False
7380c4,Israel,272.04,False
7380c3,Israel,245.93,False
7380c8,Israel,8.75,True
c81a5a,New Zealand,102.11,False
c81a5b,New Zealand,135.14,False
4b1faf,Switzerland,82.22,False
4785be,Norway,139.66,False
344346,Spain,217.83,False
4785bd,Norway,144.49,False
7380cb,Israel,215.15,False
7380ca,Israel,234.93,False
34565a,Spain,142.48,False
7380cc,Israel,235.15,False
a36825,United States,260.6,False
a76c79,United States,257.78,False
a8dc4b,United States,304.84,False
7c619e,Australia,4.89,True
345646,Spain,226.27,False
345642,Spain,93.03,False
345643,Spain,9.77,True
aa90c2,United States,244.23,False
8a04a9,Indonesia,66.97,False
344307,Spain,79.38,False
840a7c,Japan,230.21,False
4bb325,Turkey,242.67,False
345613,Spain,184.65,False
345615,Spain,217.26,False
345612,Spain,237.05,False
c07b09,Canada,0.0,True
3ea556,Germany,141.5,False
47b03a,Norway,20.09,False
a1286c,United States,265.57,False
3451da,Spain,151.32,False
ad474e,United States,261.25,False
a118a1,United States,26.23,False
4079f6,United Kingdom,218.13,False
4079f7,United Kingdom,228.09,False
abe101,United States,259.33,False
506ce5,Slovenia,161.29,False
800791,India,267.67,False
3451ca,Spain,123.6,False
3451d8,Spain,195.37,False
48f453,Poland,5.92,True
4bb266,Turkey,238.92,False
3451d3,Spain,175.55,False
3d7b22,Germany,79.96,False
4bb21a,Turkey,218.81,False
4079cc,United Kingdom,151.25,False
02010d,Morocco,224.6,False
4079d0,United Kingdom,141.61,False
a45353,United States,62.32,False
020118,Morocco,178.06,False
4079d3,United Kingdom,238.7,False
020110,Morocco,233.74,False
a6d00b,United States,155.7,False
a0c075,United States,280.39,False
8962e6,United Arab Emirates,228.92,False
45dacf,Denmark,228.24,False
4bb27a,Turkey,237.19,False
3464d9,Spain,56.92,False
738284,Israel,0.0,False
738289,Israel,214.63,False
4bb296,Turkey,215.11,False
738288,Israel,211.85,False
738286,Israel,242.46,False
4bb292,Turkey,215.5,False
4bb28d,Turkey,141.97,False
4bb28b,Turkey,210.64,False
387d5c,France,40.18,False
44cdcf,Belgium,229.75,False
44cdce,Belgium,0.0,True
44cdcd,Belgium,222.26,False
a4c98f,United States,128.27,False
44cdcb,Belgium,222.45,False
4bb275,Turkey,240.95,False
4bb276,Turkey,138.16,False
c025d2,Canada,206.53,False
4bb272,Turkey,250.94,False
4bb270,Turkey,187.54,False
4bb26e,Turkey,230.99,False
4bb279,Turkey,211.46,False
3c5b32,Germany,269.08,False
4bb289,Turkey,0.0,True
4066d0,United Kingdom,236.47,False
4bb286,Turkey,203.27,False
781d01,China,31.32,False
4bb285,Turkey,207.99,False
4bb281,Turkey,216.77,False
896409,United Arab Emirates,78.26,False
84613e,Japan,82.43,False
4b0d1e,Switzerland,50.94,False
44cdc9,Belgium,264.93,False
44cdc8,Belgium,220.25,False
44cdd1,Belgium,134.13,False
44cdd0,Belgium,195.35,False
adde95,United States,270.01,False
399d93,France,51.06,False
a095ee,United States,27.34,False
406792,United Kingdom,75.68,False
020140,Morocco,217.36,False
c0003e,Canada,209.37,False
506ca0,Slovenia,275.84,False
345292,Spain,74.08,False
020124,Morocco,209.87,False
020123,Morocco,101.76,False
8a083b,Indonesia,244.65,False
4bb1a4,Turkey,255.17,False
4bb1a5,Turkey,263.31,False
345287,Spain,61.05,False
8a0849,Indonesia,70.71,False
a25b4d,United States,230.17,False
a81045,United States,12.35,True
84c43e,Japan,245.94,False
506cb1,Slovenia,84.51,False
a8dffc,United States,241.93,False
345385,Spain,205.04,False
3dddaf,Germany,35.19,False
8005f2,India,229.51,False
345388,Spain,4.12,True
780a62,China,277.83,False
7c0d8a,Australia,86.24,False
acbe3e,United States,268.22,False
8005ee,India,224.23,False
780a5a,China,0.51,True
8a07a2,Indonesia,40.77,False
344043,Spain,0.0,False
4b0c84,Switzerland,58.03,False
780a5c,China,269.87,False
781d8d,China,204.76,False
780a70,China,275.54,False
4b1f9d,Switzerland,83.47,False
781d9d,China,238.65,False
780a6a,China,211.79,False
320063,Italy,55.24,False
346691,Spain,203.22,False
346692,Spain,249.55,False
46b2b8,Greece,87.22,False
780a81,China,218.99,False
e48fcf,Brazil,170.81,False
7cfa14,Australia,64.77,False
3dddd3,Germany,36.79,False
345359,Spain,213.56,False
345353,Spain,140.88,False
780a96,China,249.62,False
780a93,China,145.08,False
3d8df7,Germany,0.0,True
780a99,China,248.12,False
780a8d,China,242.92,False
320067,Italy,74.34,False
739603,Israel,0.0,True
4bb0f9,Turkey,258.5,False
884342,Thailand,98.37,False
44ce79,Belgium,0.0,True
405457,United Kingdom,84.04,False
44ce78,Belgium,221.92,False
320040,Italy,119.91,False
44ce77,Belgium,248.98,False
4bb0f5,Turkey,232.78,False
44ce75,Belgium,5.4,True
44ce6c,Belgium,228.86,False
44ce6a,Belgium,234.92,False
32002c,Italy,69.97,False
4bb0ec,Turkey,79.6,False
44ce6e,Belgium,251.87,False
c07fb4,Canada,264.85,False
02019d,Morocco,172.42,False
02019c,Morocco,239.34,False
704946,Myanmar,254.89,False
0083af,South Africa,48.49,False
34530d,Spain,72.96,False
841e00,Japan,221.79,False
346648,Spain,154.4,False
346644,Spain,216.34,False
345314,Spain,250.11,False
406753,United Kingdom,8.75,True
406752,United Kingdom,229.72,False
4bb0e6,Turkey,248.24,False
4bb0e4,Turkey,256.06,False
44ce66,Belgium,0.0,True
406754,United Kingdom,181.87,False
4bb0e2,Turkey,265.19,False
896315,United Arab Emirates,249.26,False
896317,United Arab Emirates,193.34,False
e80604,Chile,211.62,False
89630d,United Arab Emirates,237.91,False
89630b,United Arab Emirates,199.13,False
89630f,United Arab Emirates,77.11,False
0200fb,Morocco,220.45,False
781d13,China,180.9,False
0200ef,Morocco,236.91,False
0200f8,Morocco,240.96,False
34660e,Spain,228.4,False
34660b,Spain,140.28,False
a5d713,United States,245.09,False
346614,Spain,201.47,False
346611,Spain,72.43,False
346612,Spain,203.11,False
4ab821,Sweden,234.11,False
a3472f,United States,0.0,True
4ab824,Sweden,235.79,False
4ab825,Sweden,229.31,False
a75da2,United States,275.6,False
781d39,China,212.2,False
3b19ff,France,0.0,True
780a18,China,248.87,False
780a0d,China,181.53,False
780a0a,China,122.7,False
abe09a,United States,275.42,False
4bb212,Turkey,112.15,False
0200af,Morocco,221.02,False
80073f,India,90.24,False
0200ae,Morocco,241.34,False
738325,Israel,31.9,True
780a29,China,270.1,False
4bb20a,Turkey,212.14,False
47c039,Norway,72.32,False
a6f5fc,United States,273.43,False
738330,Israel,9.26,True
4bb20d,Turkey,216.58,False
4bb20c,Turkey,0.64,True
ad45a4,United States,254.78,False
800732,India,193.49,False
a1e132,United States,259.51,False
a13af4,United States,270.66,False
a37ab5,United States,218.9,False
89505c,Brunei Darussalam,231.92,False
780a3e,China,269.66,False
478383,Norway,75.26,False
a07176,United States,249.64,False
800738,India,240.64,False
4bb201,Turkey,236.68,False
780a54,China,248.72,False
847517,Japan,273.34,False
750094,Malaysia,243.35,False
399e61,France,16.47,False
7395a2,Israel,40.29,False
c013d0,Canada,0.06,True
4bb145,Turkey,310.65,False
4bb142,Turkey,151.8,False
3d57cf,Germany,68.64,False
480893,Kingdom of the Netherlands,52.0,False
480891,Kingdom of the Netherlands,69.34,False
8963f6,United Arab Emirates,236.4,False
47c225,Norway,76.67,False
4bb109,Turkey,266.09,False
4bb107,Turkey,277.3,False
