icao24,origin_country,velocity,on_ground
8963df,United Arab Emirates,227.03,False
4067c4,United Kingdom,186.78,False
47c20e,Norway,72.97,False
4bb10a,Turkey,235.77,False
7c7799,Australia,193.65,False
a1e14a,United States,215.23,False
46788c,Finland,211.49,False
8963d1,United Arab Emirates,80.11,False
3f727c,Germany,141.32,False
8963d4,United Arab Emirates,74.13,False
8963d3,United Arab Emirates,236.57,False
8963d2,United Arab Emirates,236.57,False
3452c9,Spain,0.0,True
3452c7,Spain,238.99,False
467896,Finland,127.69,False
3452c8,Spain,175.93,False
8963d8,United Arab Emirates,232.08,False
4bb185,Turkey,234.72,False
4bb186,Turkey,264.6,False
4bb183,Turkey,193.07,False
a63df3,United States,246.41,False
4bb149,Turkey,227.05,False
3465d4,Spain,238.43,False
4bb156,Turkey,230.8,False
3c6d43,Germany,0.0,True
a50adc,United States,2.06,True
4bb159,Turkey,166.32,False
3465c5,Spain,261.96,False
467892,Finland,130.18,False
467891,Finland,121.29,False
4067f5,United Kingdom,0.0,True
3b17ff,France,0.0,True
a213bd,United States,197.32,False
a13c73,United States,0.0,True
4ac9e3,Sweden,230.57,False
4ac9e5,Sweden,239.13,False
4ac9e6,Sweden,7.2,True
020058,Morocco,248.78,False
896536,United Arab Emirates,253.55,False
896533,United Arab Emirates,76.67,False
4ac9f0,Sweden,137.67,False
4ac9f2,Sweden,227.46,False
4ac9f4,Sweden,240.83,False
4ac9f5,Sweden,0.0,True
4ac9f8,Sweden,238.29,False
4ac9ea,Sweden,106.45,False
ab4ec6,United States,111.79,False
02006e,Morocco,217.76,False
4bb196,Turkey,220.71,False
4ac9c5,Sweden,240.06,False
4ac9c6,Sweden,105.64,False
4bb194,Turkey,6.94,True
4bb192,Turkey,254.53,False
020073,Morocco,236.82,False
4bb18e,Turkey,253.62,False
4bb18d,Turkey,322.54,False
4bb18a,Turkey,206.93,False
896512,United Arab Emirates,241.34,False
896515,United Arab Emirates,268.53,False
02005b,Morocco,238.22,False
020066,Morocco,214.53,False
344099,Spain,242.31,False
ad4835,United States,50.94,False
7c7774,Australia,71.09,False
47c0d9,Norway,9.77,True
4ac9eb,Sweden,182.95,False
4ac9ee,Sweden,228.98,False
7395b0,Israel,26.64,False
4890d0,Poland,37.22,False
3f97fd,Germany,228.89,False
846250,Japan,242.35,False
020035,Morocco,141.23,False
4ac9fa,Sweden,219.54,False
8007cd,India,227.33,False
a4c9d5,United States,209.26,False
4bd6ab,Turkey,46.07,False
008396,South Africa,52.48,False
e0658e,Argentina,63.35,False
4d02ab,Luxembourg,1.8,True
89647d,United Arab Emirates,218.85,False
896489,United Arab Emirates,127.32,False
4d02be,Luxembourg,164.83,False
ac6f8a,United States,248.9,False
40683e,United Kingdom,229.84,False
3defb7,Germany,29.91,False
4d02c3,Luxembourg,141.54,False
4d02c1,Luxembourg,136.57,False
458c92,Denmark,33.13,False
484f80,Kingdom of the Netherlands,203.03,False
484f6c,Kingdom of the Netherlands,104.32,False
3e0fed,Germany,56.08,False
484f6d,Kingdom of the Netherlands,104.45,False
4ab5f8,Sweden,116.43,False
896477,United Arab Emirates,239.17,False
a560fb,United States,243.48,False
3e0fde,Germany,7.65,False
a836fb,United States,241.42,False
896478,United Arab Emirates,237.99,False
a9b9e3,United States,191.17,False
44bc8b,Belgium,53.84,False
4d02a1,Luxembourg,201.29,False
abf3da,United States,241.93,False
484f72,Kingdom of the Netherlands,244.19,False
896448,United Arab Emirates,187.21,False
02008b,Morocco,205.99,False
506d8e,Slovenia,176.49,False
020092,Morocco,219.41,False
406890,United Kingdom,233.07,False
406891,United Kingdom,243.38,False
02007d,Morocco,201.59,False
02007a,Morocco,233.12,False
841f14,Japan,45.82,False
4d02e2,Luxembourg,185.59,False
4d02e0,Luxembourg,200.38,False
4d02d7,Luxembourg,112.48,False
896434,United Arab Emirates,68.5,False
4d02e3,Luxembourg,174.74,False
896441,United Arab Emirates,279.86,False
aae810,United States,130.71,False
4d02da,Luxembourg,0.0,True
a38ef5,United States,0.0,True
a1f557,United States,280.79,False
738485,Israel,129.18,False
781e2a,China,254.29,False
3d3391,Germany,55.24,False
484f18,Kingdom of the Netherlands,211.75,False
a25bc4,United States,201.49,False
781e52,China,64.42,False
781e4f,China,233.23,False
a0d561,United States,214.7,False
84c3fc,Japan,193.97,False
e06542,Argentina,192.05,False
aa9800,United States,210.38,False
738447,Israel,217.0,False
a4b802,United States,247.76,False
a2027c,United States,64.75,False
a810ba,United States,228.5,False
ac26d7,United States,43.19,False
491471,Portugal,40.77,False
8460b0,Japan,145.4,False
4b0acb,Switzerland,56.37,False
491464,Portugal,34.61,False
491463,Portugal,45.23,False
781e95,China,0.0,True
491468,Portugal,0.0,True
a44214,United States,265.39,False
3d3376,Germany,73.52,False
3ff9a1,Germany,75.12,False
3965a7,France,249.4,False
aad213,United States,255.92,False
4b8681,Turkey,79.19,False
4b866c,Turkey,99.87,False
3462c9,Spain,257.83,False
484bac,Kingdom of the Netherlands,71.55,False
3475da,Spain,233.13,False
c023c8,Canada,261.02,False
aaf87f,United States,244.52,False
c023bd,Canada,73.82,False
846333,Japan,5.4,True
485ecc,Kingdom of the Netherlands,3.86,True
00869b,South Africa,197.75,False
3ddc04,Germany,55.23,False
c023aa,Canada,229.94,False
3475d9,Spain,8.23,True
683274,Kazakhstan,215.56,False
3475d8,Spain,215.52,False
ac2567,United States,232.54,False
4064bb,United Kingdom,71.88,False
e80491,Chile,165.65,False
a0d19e,United States,261.36,False
4064c2,United Kingdom,46.04,False
3c49c8,Germany,139.75,False
8964f9,United Arab Emirates,255.4,False
3c49ce,Germany,209.92,False
3c49cc,Germany,190.89,False
45b873,Denmark,171.79,False
781f23,China,221.41,False
4bb066,Turkey,202.31,False
3c49d5,Germany,232.14,False
8964fe,United Arab Emirates,91.19,False
4bb062,Turkey,219.81,False
781f25,China,200.69,False
8964d0,United Arab Emirates,213.63,False
3ccf0f,Germany,90.88,False
8964d4,United Arab Emirates,144.03,False
3965ae,France,268.04,False
3965ad,France,192.93,False
4bb029,Turkey,223.57,False
4bb027,Turkey,211.13,False
4077d3,United Kingdom,250.24,False
a4b420,United States,236.35,False
4064a4,United Kingdom,216.16,False
4077bb,United Kingdom,216.63,False
009999,South Africa,147.18,False
00b08d,South Africa,272.83,False
e8043a,Chile,266.18,False
00b08b,South Africa,89.91,False
8008d2,India,1.29,True
7a3899,China,151.74,False
4c8092,Cyprus,195.64,False
4c8096,Cyprus,210.89,False
781dac,China,241.54,False
40789e,United Kingdom,74.62,False
00b094,South Africa,192.48,False
3ddc76,Germany,68.33,False
8008d4,India,10.8,True
00b091,South Africa,199.35,False
e8044b,Chile,257.66,False
018090,Libyan Arab Jamahiriya,257.54,False
781dc7,China,270.57,False
88596d,Thailand,1.29,True
e80464,Chile,208.21,False
40788c,United Kingdom,133.97,False
88596a,Thailand,238.06,False
7a389d,China,175.04,False
885973,Thailand,106.44,False
780aa6,China,198.35,False
345084,Spain,11.83,True
496c86,Portugal,1.03,True
896622,United Arab Emirates,242.66,False
496c89,Portugal,4.37,True
896621,United Arab Emirates,235.16,False
e8045f,Chile,250.65,False
780aa7,China,98.82,False
780aa8,China,0.0,True
896625,United Arab Emirates,220.7,False
e80476,Chile,148.18,False
4bb073,Turkey,7.2,True
4bb06f,Turkey,238.7,False
a4fc00,United States,249.01,False
e8046e,Chile,200.83,False
780ab2,China,208.67,False
4bb06a,Turkey,0.0,True
896633,United Arab Emirates,234.44,False
896639,United Arab Emirates,56.38,False
4c8086,Cyprus,49.58,False
40653e,United Kingdom,5.4,True
40653d,United Kingdom,209.63,False
4c8090,Cyprus,194.98,False
8008c6,India,7.2,True
8008c3,India,233.58,False
8008c7,India,4.89,True
781df7,China,280.25,False
896608,United Arab Emirates,203.42,False
896607,United Arab Emirates,172.71,False
a9675d,United States,278.15,False
780ac9,China,78.1,False
4ab5d2,Sweden,75.12,False
780aba,China,280.01,False
aaf831,United States,252.76,False
e80412,Chile,231.66,False
3008df,Italy,46.61,False
346384,Spain,229.25,False
e8040e,Chile,251.67,False
4ab5e1,Sweden,51.47,False
896620,United Arab Emirates,245.21,False
89660a,United Arab Emirates,225.33,False
a88de1,United States,234.43,False
885972,Thailand,231.79,False
345042,Spain,228.04,False
780ada,China,248.99,False
ad5837,United States,205.22,False
7c7885,Australia,263.44,False
34768e,Spain,213.39,False
34768d,Spain,207.32,False
39a2e3,France,212.92,False
34768f,Spain,211.44,False
4a52e9,Romania,0.06,True
34768c,Spain,207.89,False
4a52e7,Romania,19.26,False
34768b,Spain,0.0,True
885963,Thailand,7.72,True
885962,Thailand,205.53,False
4ab5aa,Sweden,50.28,False
347696,Spain,246.13,False
484c51,Kingdom of the Netherlands,68.06,False
485f82,Kingdom of the Netherlands,185.3,False
347694,Spain,227.31,False
347690,Spain,130.98,False
e48f12,Brazil,238.85,False
4780c7,Norway,86.14,False
e80444,Chile,275.86,False
4ab5c7,Sweden,46.49,False
ac3857,United States,232.12,False
484c54,Kingdom of the Netherlands,11.83,True
485f84,Kingdom of the Netherlands,135.18,False
484c59,Kingdom of the Netherlands,207.14,False
4b1e69,Switzerland,129.29,False
e80448,Chile,285.23,False
0d1083,Mexico,0.0,True
461f9a,Finland,13.38,True
ab5f6a,United States,255.42,False
780c9d,China,0.0,True
e48dc5,Brazil,161.89,False
461f9c,Finland,218.85,False
34644e,Spain,210.83,False
34644d,Spain,142.63,False
34644c,Spain,238.35,False
3c1234,Germany,0.0,True
461f6d,Finland,230.53,False
ad8c37,United States,277.93,False
896597,United Arab Emirates,233.98,False
3009a0,Italy,47.22,False
a690a8,United States,8.75,True
346445,Spain,48.98,False
345116,Spain,247.14,False
3c1230,Germany,96.63,False
3c1244,Germany,126.36,False
600865,Azerbaijan,201.25,False
48af0d,Poland,219.9,False
740825,Jordan,258.99,False
740827,Jordan,74.37,False
abaf6e,United States,211.13,False
3c123a,Germany,0.0,False
48af19,Poland,214.6,False
48af12,Poland,4.89,True
48af11,Poland,218.56,False
a4a0d9,United States,243.68,False
a38c60,United States,232.19,False
345107,Spain,188.43,False
3009b6,Italy,67.08,False
3b4bff,France,0.51,True
345108,Spain,221.73,False
345103,Spain,216.82,False
406542,United Kingdom,186.63,False
461f4c,Finland,236.85,False
48af07,Poland,75.11,False
48af08,Poland,172.0,False
60084d,Azerbaijan,212.11,False
60084e,Azerbaijan,227.72,False
48af01,Poland,202.32,False
461f69,Finland,214.45,False
0d1049,Mexico,188.89,False
461f65,Finland,232.21,False
44cc41,Belgium,84.98,False
447c52,Austria,14.4,True
89655e,United Arab Emirates,180.61,False
8a09a6,Indonesia,206.64,False
461f62,Finland,150.52,False
600843,Azerbaijan,230.4,False
89656e,United Arab Emirates,228.47,False
44cc46,Belgium,0.06,True
44cc45,Belgium,222.12,False
38dcbb,France,49.05,False
7a385a,China,177.65,False
a8df06,United States,245.78,False
896585,United Arab Emirates,195.44,False
346413,Spain,69.02,False
a76f43,United States,256.31,False
89653b,United Arab Emirates,277.22,False
7500c8,Malaysia,238.16,False
447c72,Austria,4.12,True
7c7805,Australia,208.32,False
a3ef7e,United States,227.63,False
896557,United Arab Emirates,212.14,False
4b9903,Turkey,243.48,False
0d1078,Mexico,221.48,False
e48df5,Brazil,150.23,False
407837,United Kingdom,264.28,False
461f55,Finland,197.86,False
a52ea4,United States,224.11,False
4063e6,United Kingdom,129.13,False
ae6470,United States,131.66,False
8964b5,United Arab Emirates,124.13,False
750254,Malaysia,218.62,False
400f99,United Kingdom,8.75,True
8964c2,United Arab Emirates,216.19,False
461f39,Finland,168.74,False
8964bb,United Arab Emirates,272.35,False
461f30,Finland,3.86,True
4b990e,Turkey,221.28,False
750245,Malaysia,145.44,False
7c76c4,Australia,194.01,False
4076ed,United Kingdom,207.16,False
750221,Malaysia,232.28,False
4063c3,United Kingdom,118.48,False
ae6492,United States,43.44,False
4076dd,United Kingdom,221.11,False
781f6e,China,186.24,False
8964a1,United Arab Emirates,259.23,False
75021f,Malaysia,239.33,False
4076e2,United Kingdom,172.48,False
4076e8,United Kingdom,253.68,False
750223,Malaysia,187.98,False
8964a2,United Arab Emirates,0.0,False
a7ac8f,United States,255.7,False
8964a8,United Arab Emirates,283.67,False
76cc63,Singapore,1.03,True
76cc68,Singapore,211.45,False
a690bf,United States,275.67,False
a4a0cd,United States,258.92,False
a8cc46,United States,207.86,False
780c68,China,235.49,False
76cc73,Singapore,119.48,False
780c5d,China,284.62,False
840d81,Japan,183.55,False
750208,Malaysia,157.66,False
ab5f43,United States,263.47,False
47947c,Norway,230.97,False
76cc82,Singapore,270.63,False
750201,Malaysia,228.94,False
76cc83,Singapore,121.11,False
491116,Portugal,48.35,False
750204,Malaysia,88.89,False
780c6c,China,184.57,False
a0d21f,United States,192.93,False
a14bdd,United States,233.49,False
48044a,Kingdom of the Netherlands,0.51,False
ab03a4,United States,277.17,False
a1057a,United States,283.75,False
47812c,Norway,54.76,False
4b8654,Turkey,74.12,False
780c99,China,151.12,False
4ab566,Sweden,80.97,False
4078d9,United Kingdom,64.49,False
3c48f0,Germany,215.79,False
4a524b,Romania,0.06,True
ac1327,United States,267.26,False
4a5245,Romania,242.28,False
478363,Norway,126.83,False
479694,Norway,65.07,False
4b1bcc,Switzerland,39.72,False
4ab56e,Sweden,151.28,False
507ca9,Uzbekistan,230.05,False
4ab56f,Sweden,83.25,False
507ca5,Uzbekistan,246.01,False
4b1bbc,Switzerland,47.96,False
491316,Portugal,193.05,False
4078ae,United Kingdom,94.4,False
496cb2,Portugal,6.17,True
4b1bfd,Switzerland,74.49,False
484cc2,Kingdom of the Netherlands,0.39,True
484cbb,Kingdom of the Netherlands,260.17,False
484cb7,Kingdom of the Netherlands,245.08,False
484cb4,Kingdom of the Netherlands,132.2,False
abf32f,United States,230.46,False
4ab562,Sweden,105.16,False
750280,Malaysia,195.07,False
76cd05,Singapore,4.63,True
4065de,United Kingdom,188.38,False
750286,Malaysia,190.28,False
a60852,United States,259.97,False
76cd12,Singapore,254.28,False
8832da,Thailand,211.57,False
4078fd,United Kingdom,225.4,False
76cd11,Singapore,245.39,False
ac136d,United States,251.43,False
a96817,United States,150.24,False
76cd16,Singapore,102.95,False
7c78b7,Australia,101.5,False
4078fe,United Kingdom,225.41,False
e48e94,Brazil,237.22,False
7c78ab,Australia,143.16,False
7c78aa,Australia,202.18,False
abe030,United States,240.49,False
7c78ae,Australia,1.29,True
750261,Malaysia,232.96,False
7c78a9,Australia,257.51,False
7c78a8,Australia,179.63,False
4078ef,United Kingdom,180.35,False
8965f3,United Arab Emirates,261.05,False
4078f9,United Kingdom,66.28,False
750258,Malaysia,268.98,False
8965f9,United Arab Emirates,225.76,False
7c78b2,Australia,210.84,False
8965f7,United Arab Emirates,215.04,False
7c78b1,Australia,0.06,True
a57229,United States,0.0,True
ab9078,United States,231.58,False
7c78b0,Australia,0.0,True
4078f0,United Kingdom,242.79,False
4078da,United Kingdom,68.94,False
750266,Malaysia,218.5,False
781ed4,China,217.48,False
a9558d,United States,274.24,False
7c5326,Australia,196.04,False
43bfe3,United Kingdom,13.89,True
a37a02,United States,170.66,False
c81e05,New Zealand,274.15,False
43bfe1,United Kingdom,2.57,True
780bb6,China,75.7,False
a4c7b6,United States,58.97,False
4d029f,Luxembourg,169.76,False
e8032d,Chile,185.84,False
84b495,Japan,215.43,False
461fa7,Finland,244.37,False
461fa8,Finland,228.63,False
461fa2,Finland,228.53,False
461fa3,Finland,178.15,False
7c794f,Australia,183.25,False
7c5304,Australia,4.12,True
7c5305,Australia,67.04,False
7c5301,Australia,87.89,False
40666c,United Kingdom,79.51,False
40666b,United Kingdom,145.0,False
c81e27,New Zealand,114.31,False
a3ca01,United States,212.77,False
7c5309,Australia,92.29,False
7c5307,Australia,135.0,False
40799b,United Kingdom,239.34,False
40666a,United Kingdom,214.95,False
406674,United Kingdom,233.41,False
406673,United Kingdom,239.52,False
c81e2c,New Zealand,199.47,False
43bff9,United Kingdom,5.66,True
40665e,United Kingdom,243.72,False
43bff0,United Kingdom,1.8,True
461faa,Finland,216.19,False
4d0282,Luxembourg,134.59,False
8a097c,Indonesia,206.75,False
8a097d,Indonesia,102.88,False
471a7b,Hungary,151.87,False
780be2,China,242.43,False
7c668c,Australia,92.98,False
85d42c,Japan,4.12,True
89671d,United Arab Emirates,211.32,False
780bf9,China,185.49,False
ab1971,United States,242.08,False
7c6684,Australia,95.21,False
872742,Japan,138.61,False
aaf968,United States,222.01,False
346499,Spain,188.94,False
7c5343,Australia,114.23,False
ac1301,United States,116.64,False
346489,Spain,233.41,False
84c790,Japan,5.66,True
896717,United Arab Emirates,203.59,False
3cce71,Germany,53.61,False
872766,Japan,77.15,False
abafe4,United States,254.32,False
84b473,Japan,210.57,False
a95551,United States,188.44,False
ab198d,United States,244.96,False
8a093b,Indonesia,68.11,False
44ba67,Belgium,214.39,False
8a08c6,Indonesia,180.51,False
a38d8f,United States,263.37,False
346581,Spain,124.13,False
345251,Spain,257.61,False
4794f2,Norway,235.98,False
345248,Spain,219.14,False
345249,Spain,195.02,False
407930,United Kingdom,197.2,False
e49fb6,Brazil,77.79,False
44cd79,Belgium,22.09,False
0201c4,Morocco,210.89,False
0201c3,Morocco,216.81,False
458a59,Denmark,68.06,False
a967ae,United States,0.0,True
0201b6,Morocco,238.87,False
0201b5,Morocco,243.2,False
8462c4,Japan,118.77,False
407914,United Kingdom,243.54,False
152000,Russian Federation,221.9,False
89667a,United Arab Emirates,217.73,False
346551,Spain,54.37,False
89667e,United Arab Emirates,265.59,False
407997,United Kingdom,61.27,False
7501fd,Malaysia,231.68,False
406669,United Kingdom,154.57,False
406668,United Kingdom,148.87,False
ae64ba,United States,110.64,False
840e10,Japan,59.66,False
45da05,Denmark,61.05,False
345215,Spain,213.9,False
781fc4,China,233.38,False
407981,United Kingdom,76.23,False
40796c,United Kingdom,218.79,False
40796a,United Kingdom,184.94,False
40796e,United Kingdom,3.6,True
345206,Spain,2.83,True
a584bc,United States,253.45,False
407979,United Kingdom,268.47,False
345205,Spain,154.96,False
400fdb,United Kingdom,194.69,False
7501e8,Malaysia,211.22,False
a10614,United States,101.01,False
400fe3,United Kingdom,5.66,False
400fda,United Kingdom,186.39,False
780cb1,China,191.35,False
39a415,France,129.18,False
400fe0,United Kingdom,218.88,False
a5d4c3,United States,267.56,False
700011,Afghanistan,202.74,False
a62a1e,United States,64.79,False
896681,United Arab Emirates,216.2,False
7501f1,Malaysia,208.88,False
407959,United Kingdom,223.92,False
4d00ee,Luxembourg,226.32,False
491292,Portugal,251.04,False
aa9600,United States,0.0,True
8832b5,Thailand,226.42,False
8832b6,Thailand,74.35,False
8832b0,Thailand,210.2,False
4d00f6,Luxembourg,224.09,False
7c77f7,Australia,97.47,False
7c77f6,Australia,259.8,False
4d00ed,Luxembourg,0.0,True
7c77f4,Australia,242.85,False
748051,Lebanon,219.78,False
152072,Russian Federation,161.26,False
447d29,Austria,46.21,False
8832a8,Thailand,229.62,False
513030,Bosnia and Herzegovina,126.94,False
15205e,Russian Federation,6.71,False
780d51,China,222.8,False
152066,Russian Federation,237.51,False
a99d89,United States,272.94,False
a03fff,United States,273.15,False
748025,Lebanon,195.97,False
748028,Lebanon,188.94,False
748027,Lebanon,98.45,False
863b98,Japan,74.71,False
8832d6,Thailand,253.86,False
4d00d5,Luxembourg,32.41,True
4d00d4,Luxembourg,151.85,False
780d66,China,255.83,False
4d00d9,Luxembourg,152.83,False
4d00d8,Luxembourg,160.52,False
8965b4,United Arab Emirates,197.02,False
8965b3,United Arab Emirates,191.65,False
447d56,Austria,72.63,False
a9da1b,United States,132.05,False
76cd77,Singapore,127.48,False
8965c1,United Arab Emirates,248.61,False
4d00f5,Luxembourg,239.07,False
4d00f2,Luxembourg,212.89,False
3c49b1,Germany,190.68,False
8965c3,United Arab Emirates,164.5,False
4d00dc,Luxembourg,181.62,False
447d45,Austria,60.62,False
4d00da,Luxembourg,93.17,False
447d43,Austria,57.97,False
4b9856,Turkey,189.46,False
c010a8,Canada,280.25,False
3badff,France,0.0,True
4b1bc7,Switzerland,44.4,False
7c77fd,Australia,0.13,True
491221,Portugal,72.33,False
c010e6,Canada,196.53,False
152038,Russian Federation,28.14,False
89408f,Bahrain,242.46,False
4b1bb5,Switzerland,54.93,False
15203d,Russian Federation,233.27,False
4b1bb7,Switzerland,45.82,False
152043,Russian Federation,216.78,False
484bcf,Kingdom of the Netherlands,94.68,False
a3e911,United States,251.89,False
89906b,Taiwan,202.88,False
46bc38,Greece,132.52,False
89906e,Taiwan,228.99,False
899088,Taiwan,139.49,False
a92d6d,United States,236.96,False
4ca4b0,Ireland,78.52,False
040197,Ethiopia,181.62,False
899095,Taiwan,237.44,False
3b775a,France,207.99,False
a42a91,United States,289.74,False
89904e,Taiwan,247.14,False
89904f,Taiwan,248.43,False
899063,Taiwan,229.45,False
89905a,Taiwan,238.12,False
c04051,Canada,127.53,False
89905c,Taiwan,204.23,False
899077,Taiwan,259.4,False
4bcd86,Turkey,242.92,False
4bcd85,Turkey,183.37,False
4bcd83,Turkey,219.02,False
4bcd81,Turkey,215.63,False
89902a,Taiwan,0.32,True
040142,Ethiopia,232.09,False
34260e,Spain,111.64,False
c07982,Canada,240.02,False
4ca4f5,Ireland,219.6,False
4ca4f4,Ireland,218.12,False
4ca4f8,Ireland,212.61,False
040159,Ethiopia,251.99,False
4ca4f2,Ireland,237.5,False
49d3ac,Czech Republic,86.87,False
ab4732,United States,262.52,False
899026,Taiwan,247.8,False
899023,Taiwan,229.02,False
49d3bb,Czech Republic,188.54,False
498493,Czech Republic,63.63,False
89901b,Taiwan,252.55,False
498495,Czech Republic,55.7,False
498496,Czech Republic,56.18,False
49d3d6,Czech Republic,216.19,False
781538,China,162.58,False
899038,Taiwan,166.27,False
899035,Taiwan,242.99,False
899030,Taiwan,223.95,False
c0799a,Canada,73.48,False
406f7c,United Kingdom,290.05,False
498486,Czech Republic,135.95,False
406f7b,United Kingdom,229.96,False
48648f,Kingdom of the Netherlands,199.71,False
a75634,United States,248.34,False
486492,Kingdom of the Netherlands,231.08,False
44819c,Belgium,15.43,True
a3b00c,United States,191.9,False
486493,Kingdom of the Netherlands,6.94,True
a7563a,United States,3.6,True
7813bb,China,154.33,False
3cc158,Germany,170.97,False
4ca4ef,Ireland,177.51,False
aaab1c,United States,274.26,False
4ca4ee,Ireland,203.46,False
4ca4ec,Ireland,246.72,False
7800a9,China,219.4,False
881b68,Thailand,112.33,False
a3b02e,United States,0.06,True
406f52,United Kingdom,83.33,False
7813e7,China,211.66,False
7c3a00,Australia,4.63,True
485122,Kingdom of the Netherlands,239.66,False
7813f7,China,99.29,False
a06e0b,United States,256.2,False
ae08f0,United States,91.38,False
486442,Kingdom of the Netherlands,224.98,False
44815e,Belgium,10.29,True
0d0804,Mexico,5.66,True
44818d,Belgium,2.57,True
4409c0,Austria,206.01,False
868b50,Japan,0.32,True
44817c,Belgium,2.83,True
a4e307,United States,232.36,False
502daa,Latvia,4.63,True
502dac,Latvia,216.88,False
c051e4,Canada,0.0,True
502dae,Latvia,203.94,False
a7302f,United States,272.24,False
78029e,China,255.36,False
502db2,Latvia,185.37,False
502db3,Latvia,8.23,True
a48075,United States,77.57,False
845ce4,Japan,5.14,True
aca35d,United States,97.29,False
49d529,Czech Republic,42.23,False
3ce6c3,Germany,105.74,False
c051da,Canada,242.81,False
3d06d9,Germany,45.0,False
3d06d3,Germany,34.92,False
8881db,Viet Nam,236.17,False
394a04,France,260.92,False
394a03,France,241.59,False
394a02,France,273.33,False
8881e1,Viet Nam,223.13,False
49d53f,Czech Republic,3.86,True
4ca570,Ireland,213.27,False
394a15,France,265.36,False
4ca565,Ireland,147.33,False
394a18,France,316.81,False
4ca564,Ireland,223.2,False
394a17,France,248.86,False
4ca568,Ireland,225.59,False
86da5c,Japan,194.3,False
aa6ccb,United States,284.68,False
7814b9,China,210.09,False
7814b6,China,263.32,False
a1cb05,United States,244.84,False
406f12,United Kingdom,48.11,False
ab8ca5,United States,74.21,False
899000,Taiwan,204.53,False
3c70cc,Germany,250.26,False
395d6d,France,64.03,False
ab5975,United States,252.03,False
3f46db,Germany,3.34,False
78021c,China,212.1,False
899014,Taiwan,236.47,False
a1de8d,United States,251.19,False
780236,China,212.36,False
394a0d,France,247.5,False
4ca56d,Ireland,208.87,False
4ca56b,Ireland,173.02,False
781571,China,212.15,False
abefba,United States,266.96,False
04020b,Ethiopia,228.43,False
395d67,France,215.84,False
395d66,France,202.28,False
395d69,France,184.88,False
06a3b7,Qatar,225.88,False
a528d6,United States,247.05,False
ab599b,United States,225.61,False
a3e8dc,United States,278.84,False
78158d,China,222.73,False
4862b9,Kingdom of the Netherlands,84.37,False
3c70c5,Germany,259.92,False
3c70c2,Germany,237.79,False
3c1c82,Germany,229.89,False
34134e,Spain,255.62,False
c1e88f,Canada,4.63,True
4aad15,Sweden,58.97,False
502d10,Latvia,204.36,False
8416ed,Japan,62.56,False
4481da,Belgium,1.29,True
4ba9ec,Turkey,219.89,False
4ba9eb,Turkey,247.7,False
009e21,South Africa,259.74,False
a742ec,United States,12.35,True
a7ee6f,United States,231.71,False
44d1a7,Belgium,242.72,False
44d1a5,Belgium,120.81,False
4ba9cd,Turkey,171.03,False
89916d,Taiwan,223.84,False
71c013,Republic of Korea,168.42,False
4ba9e9,Turkey,76.25,False
71c017,Republic of Korea,182.53,False
4ba9e5,Turkey,206.55,False
502d20,Latvia,61.55,False
71c009,Republic of Korea,238.59,False
502d0d,Latvia,152.8,False
502d0e,Latvia,225.15,False
71c005,Republic of Korea,276.45,False
404a90,United Kingdom,76.63,False
44d1c2,Belgium,138.44,False
502d28,Latvia,163.77,False
89914e,Taiwan,2.57,True
89914a,Taiwan,127.99,False
502d3f,Latvia,148.37,False
406fda,United Kingdom,241.8,False
4481a1,Belgium,2.57,True
502d59,Latvia,121.3,False
502d58,Latvia,122.89,False
502d44,Latvia,4.12,False
502d46,Latvia,186.34,False
ab4840,United States,209.61,False
502d45,Latvia,11.83,False
44d1a2,Belgium,234.45,False
502d47,Latvia,165.01,False
a0011c,United States,193.86,False
49d2a8,Czech Republic,196.27,False
a6ce7d,United States,243.91,False
4481bf,Belgium,2.57,True
a1ddbb,United States,241.54,False
899140,Taiwan,4.89,True
780320,China,227.85,False
89913b,Taiwan,118.18,False
89913e,Taiwan,198.09,False
ab4866,United States,82.07,False
89913d,Taiwan,96.68,False
502d5d,Latvia,179.74,False
502d5f,Latvia,79.36,False
4481b0,Belgium,3.34,True
502d5b,Latvia,196.42,False
8990a6,Taiwan,134.96,False
8990a8,Taiwan,245.25,False
8990a1,Taiwan,218.81,False
71c079,Republic of Korea,242.48,False
71c072,Republic of Korea,226.22,False
a79dc4,United States,246.85,False
71c070,Republic of Korea,72.39,False
a4943e,United States,241.44,False
71c077,Republic of Korea,261.59,False
c06732,Canada,137.69,False
3cd32a,Germany,55.41,False
8990b4,Taiwan,231.53,False
8990b1,Taiwan,162.46,False
7801b6,China,192.21,False
a3d78d,United States,235.56,False
7801b5,China,201.39,False
71c061,Republic of Korea,126.34,False
39aded,France,190.63,False
ac53b2,United States,13.89,True
7814dc,China,238.5,False
0d071b,Mexico,224.01,False
71c092,Republic of Korea,142.6,False
48a231,Poland,115.25,False
388161,France,2.06,False
71c089,Republic of Korea,0.0,True
a80dac,United States,244.84,False
008b8f,South Africa,189.53,False
71c086,Republic of Korea,236.98,False
7801cc,China,168.24,False
3d0643,Germany,39.88,False
3c9654,Germany,198.74,False
aca3a3,United States,257.37,False
06a30b,Qatar,225.29,False
7801dc,China,100.56,False
71c027,Republic of Korea,240.02,False
ac9c6d,United States,58.12,False
71c051,Republic of Korea,89.53,False
abdf99,United States,31.65,False
ac9c78,United States,31.08,False
