icao24,origin_country,velocity,on_ground
480893,Kingdom of the Netherlands,58.57,False
480891,Kingdom of the Netherlands,66.37,False
8963f6,United Arab Emirates,235.68,False
47c225,Norway,76.67,False
4bb109,Turkey,264.26,False
4bb107,Turkey,276.5,False
8963df,United Arab Emirates,228.4,False
4067c4,United Kingdom,182.42,False
47c20e,Norway,72.29,False
4bb10a,Turkey,234.62,False
7c7799,Australia,196.27,False
a1e14a,United States,219.14,False
46788c,Finland,211.49,False
8963d1,United Arab Emirates,80.11,False
3f727c,Germany,142.85,False
8963d4,United Arab Emirates,74.13,False
8963d3,United Arab Emirates,236.57,False
8963d2,United Arab Emirates,237.14,False
3452c9,Spain,0.0,True
3452c7,Spain,238.99,False
467896,Finland,128.15,False
3452c8,Spain,190.21,False
8963d8,United Arab Emirates,232.16,False
4bb185,Turkey,235.39,False
4bb186,Turkey,265.06,False
4bb183,Turkey,195.17,False
a63df3,United States,246.41,False
4bb149,Turkey,227.05,False
3465d4,Spain,237.72,False
4bb156,Turkey,230.8,False
3c6d43,Germany,0.0,True
a50adc,United States,2.06,True
4bb159,Turkey,184.04,False
3465c5,Spain,262.76,False
467892,Finland,130.69,False
467891,Finland,120.53,False
3b17ff,France,8.75,True
a213bd,United States,199.09,False
a13c73,United States,0.0,True
4ac9e3,Sweden,231.06,False
4ac9e5,Sweden,239.23,False
4ac9e6,Sweden,6.69,True
020058,Morocco,248.47,False
896536,United Arab Emirates,28.66,False
896533,United Arab Emirates,83.21,False
4ac9f0,Sweden,133.46,False
4ac9f2,Sweden,228.23,False
4ac9f4,Sweden,239.28,False
4ac9f5,Sweden,0.0,True
4ac9f8,Sweden,238.71,False
478512,Norway,88.39,False
4ac9ea,Sweden,107.01,False
ab4ec6,United States,117.62,False
02006e,Morocco,218.16,False
4bb196,Turkey,220.71,False
4ac9c5,Sweden,239.57,False
4ac9c6,Sweden,125.95,False
4bb194,Turkey,6.94,True
4bb192,Turkey,253.41,False
020073,Morocco,237.29,False
4bb18e,Turkey,253.99,False
4bb18d,Turkey,321.52,False
4bb18a,Turkey,217.39,False
896512,United Arab Emirates,241.34,False
896515,United Arab Emirates,268.56,False
02005b,Morocco,237.5,False
344099,Spain,242.31,False
8007df,India,0.77,False
ad4835,United States,31.48,False
7c7774,Australia,70.4,False
47c0d9,Norway,65.15,False
4ac9eb,Sweden,177.27,False
4ac9ee,Sweden,227.73,False
7395b0,Israel,39.94,False
4890d0,Poland,38.65,False
3f97fd,Germany,229.97,False
846250,Japan,240.53,False
020035,Morocco,141.23,False
4ac9fa,Sweden,218.53,False
8007cd,India,227.33,False
a4c9d5,United States,208.27,False
4bd6ab,Turkey,46.07,False
008396,South Africa,47.8,False
e0658e,Argentina,59.78,False
4d02ab,Luxembourg,1.8,True
89647d,United Arab Emirates,218.85,False
896489,United Arab Emirates,123.47,False
4d02be,Luxembourg,164.53,False
ac6f8a,United States,248.6,False
40683e,United Kingdom,229.27,False
3defb7,Germany,29.91,False
4d02c3,Luxembourg,141.54,False
4d02c1,Luxembourg,135.77,False
458c92,Denmark,32.45,False
484f80,Kingdom of the Netherlands,198.77,False
484f6c,Kingdom of the Netherlands,117.18,False
3e0fed,Germany,57.12,False
4ab5f8,Sweden,133.86,False
896477,United Arab Emirates,238.83,False
a560fb,United States,243.48,False
3e0fde,Germany,7.65,False
a836fb,United States,241.42,False
896478,United Arab Emirates,236.54,False
a9b9e3,United States,177.66,False
44bc8b,Belgium,52.65,False
4d02a1,Luxembourg,199.52,False
abf3da,United States,240.92,False
484f72,Kingdom of the Netherlands,245.01,False
896448,United Arab Emirates,187.99,False
02008b,Morocco,206.66,False
506d8e,Slovenia,181.03,False
020092,Morocco,220.56,False
406890,United Kingdom,233.7,False
406891,United Kingdom,243.38,False
02007d,Morocco,201.59,False
02007a,Morocco,232.71,False
4d02e2,Luxembourg,185.26,False
4d02e0,Luxembourg,199.98,False
4d02d7,Luxembourg,102.27,False
896434,United Arab Emirates,75.64,False
4d02e3,Luxembourg,174.74,False
896441,United Arab Emirates,280.89,False
aae810,United States,136.21,False
4d02da,Luxembourg,0.0,True
a38ef5,United States,0.0,True
a1f557,United States,280.79,False
738485,Israel,107.02,False
781e2a,China,253.58,False
3d3391,Germany,54.08,False
484f18,Kingdom of the Netherlands,216.87,False
a25bc4,United States,204.12,False
781e52,China,64.42,False
781e4f,China,232.86,False
a0d561,United States,215.7,False
84c3fc,Japan,194.88,False
e06542,Argentina,187.2,False
aa9800,United States,211.17,False
738447,Israel,216.28,False
a4b802,United States,250.81,False
a2027c,United States,63.33,False
a810ba,United States,228.5,False
ac26d7,United States,44.95,False
491471,Portugal,36.96,False
8460b0,Japan,152.35,False
4b0acb,Switzerland,56.37,False
491463,Portugal,43.07,False
781e95,China,0.0,True
491468,Portugal,0.0,True
a44214,United States,267.68,False
3d3376,Germany,54.7,False
3ff9a1,Germany,75.62,False
3965a7,France,248.83,False
aad213,United States,255.92,False
4b8681,Turkey,88.0,False
4b866c,Turkey,106.75,False
3462c9,Spain,257.34,False
484bac,Kingdom of the Netherlands,71.11,False
3475da,Spain,232.98,False
c023c8,Canada,260.81,False
aaf87f,United States,244.52,False
c023bd,Canada,73.82,False
846333,Japan,8.75,True
485ecc,Kingdom of the Netherlands,3.86,True
00869b,South Africa,196.3,False
3ddc04,Germany,57.45,False
c023aa,Canada,228.86,False
3475d9,Spain,63.99,False
683274,Kazakhstan,216.98,False
3475d8,Spain,216.03,False
ac2567,United States,233.27,False
4064bb,United Kingdom,71.88,False
e80491,Chile,167.38,False
a0d19e,United States,261.13,False
4064c2,United Kingdom,46.04,False
3c49c8,Germany,141.23,False
8964f9,United Arab Emirates,254.97,False
3c49ce,Germany,209.92,False
3c49cc,Germany,212.53,False
45b873,Denmark,148.96,False
781f23,China,217.83,False
4bb066,Turkey,202.31,False
3c49d5,Germany,232.69,False
8964fe,United Arab Emirates,16.98,True
4bb062,Turkey,220.37,False
781f25,China,200.78,False
8964d0,United Arab Emirates,213.63,False
3ccf0f,Germany,111.82,False
8964d4,United Arab Emirates,162.89,False
3965ae,France,268.04,False
3965ad,France,189.85,False
4bb029,Turkey,224.23,False
4bb027,Turkey,209.28,False
4077d3,United Kingdom,249.39,False
a4b420,United States,236.75,False
4064a4,United Kingdom,215.5,False
4077bb,United Kingdom,217.09,False
009999,South Africa,138.18,False
00b08d,South Africa,272.83,False
e8043a,Chile,264.53,False
8008d2,India,6.69,True
7a3899,China,151.74,False
4c8092,Cyprus,200.37,False
4c8096,Cyprus,213.06,False
781dac,China,240.82,False
40789e,United Kingdom,74.34,False
00b094,South Africa,192.07,False
3ddc76,Germany,68.81,False
8008d4,India,10.29,True
00b091,South Africa,201.54,False
e8044b,Chile,257.66,False
018090,Libyan Arab Jamahiriya,257.02,False
781dc7,China,271.05,False
88596d,Thailand,1.29,True
e80464,Chile,208.21,False
40788c,United Kingdom,136.05,False
88596a,Thailand,238.06,False
7a389d,China,174.55,False
885973,Thailand,112.0,False
780aa6,China,198.35,False
345084,Spain,9.77,True
496c86,Portugal,1.54,True
896622,United Arab Emirates,241.59,False
496c89,Portugal,7.2,True
896621,United Arab Emirates,230.33,False
e8045f,Chile,250.14,False
780aa7,China,114.92,False
780aa8,China,0.0,True
896625,United Arab Emirates,222.17,False
e80476,Chile,157.32,False
4bb073,Turkey,5.14,True
4bb06f,Turkey,238.14,False
a4fc00,United States,245.04,False
e8046e,Chile,197.6,False
780ab2,China,209.19,False
4bb06a,Turkey,0.0,True
896633,United Arab Emirates,234.44,False
896639,United Arab Emirates,62.81,False
4c8086,Cyprus,52.57,False
40653e,United Kingdom,10.8,True
40653d,United Kingdom,212.18,False
4c8090,Cyprus,194.98,False
8008c6,India,7.2,True
8008c3,India,228.27,False
8008c7,India,4.89,True
781df7,China,280.25,False
896608,United Arab Emirates,191.11,False
896607,United Arab Emirates,176.66,False
a9675d,United States,288.47,False
780ac9,China,79.0,False
780aba,China,278.95,False
aaf831,United States,251.0,False
e80412,Chile,232.8,False
3008df,Italy,47.12,False
346384,Spain,228.89,False
e8040e,Chile,251.51,False
4ab5e1,Sweden,51.61,False
896620,United Arab Emirates,245.21,False
89660a,United Arab Emirates,225.55,False
a88de1,United States,231.18,False
885972,Thailand,231.64,False
345042,Spain,228.87,False
780ada,China,249.44,False
ad5837,United States,204.97,False
7c7885,Australia,263.44,False
34768e,Spain,212.71,False
34768d,Spain,206.81,False
39a2e3,France,219.73,False
34768f,Spain,211.29,False
4a52e9,Romania,0.77,True
34768c,Spain,207.72,False
4a52e7,Romania,19.26,False
34768b,Spain,0.0,True
885962,Thailand,203.4,False
4ab5aa,Sweden,36.06,False
347696,Spain,245.84,False
484c51,Kingdom of the Netherlands,68.03,False
485f82,Kingdom of the Netherlands,160.32,False
780af7,China,146.28,False
347694,Spain,227.31,False
347690,Spain,139.49,False
e48f12,Brazil,239.5,False
4780c7,Norway,95.26,False
e80444,Chile,275.46,False
4ab5c7,Sweden,44.88,False
ac3857,United States,234.21,False
485f84,Kingdom of the Netherlands,139.83,False
484c59,Kingdom of the Netherlands,211.01,False
4b1e69,Switzerland,129.4,False
e80448,Chile,284.09,False
0d1083,Mexico,0.0,True
461f9a,Finland,8.23,True
ab5f6a,United States,254.92,False
780c9d,China,0.0,True
e48dc5,Brazil,164.17,False
461f9c,Finland,218.07,False
34644e,Spain,210.83,False
34644d,Spain,143.69,False
34644c,Spain,238.35,False
3c1234,Germany,0.0,True
461f6d,Finland,231.56,False
461f6e,Finland,66.31,False
ad8c37,United States,277.86,False
896597,United Arab Emirates,232.12,False
3009a0,Italy,47.12,False
a690a8,United States,7.2,True
346445,Spain,48.98,False
345116,Spain,247.14,False
3c1230,Germany,93.02,False
3c1244,Germany,144.9,False
600865,Azerbaijan,201.25,False
48af0d,Poland,220.43,False
740825,Jordan,259.39,False
740827,Jordan,81.85,False
abaf6e,United States,211.39,False
48af19,Poland,215.01,False
48af12,Poland,6.69,True
48af11,Poland,218.15,False
a4a0d9,United States,244.18,False
a38c60,United States,232.19,False
345107,Spain,194.45,False
3009b6,Italy,68.04,False
3b4bff,France,0.51,True
345108,Spain,221.73,False
345103,Spain,216.64,False
406542,United Kingdom,187.08,False
461f4c,Finland,234.69,False
48af07,Poland,75.11,False
48af08,Poland,176.62,False
60084d,Azerbaijan,211.6,False
60084e,Azerbaijan,227.72,False
48af01,Poland,204.69,False
461f69,Finland,217.52,False
0d1049,Mexico,188.89,False
461f65,Finland,233.59,False
44cc41,Belgium,76.71,False
447c52,Austria,14.4,True
89655e,United Arab Emirates,179.09,False
8a09a6,Indonesia,206.64,False
461f62,Finland,154.93,False
600843,Azerbaijan,230.23,False
44cc46,Belgium,2.57,True
44cc45,Belgium,223.69,False
38dcbb,France,47.49,False
7a385a,China,177.65,False
a8df06,United States,246.76,False
896585,United Arab Emirates,195.44,False
346413,Spain,70.53,False
a76f43,United States,255.84,False
89653b,United Arab Emirates,276.59,False
7500c8,Malaysia,238.16,False
447c72,Austria,3.34,True
7c7805,Australia,208.02,False
a3ef7e,United States,228.78,False
896557,United Arab Emirates,215.72,False
4b9903,Turkey,244.2,False
0d1078,Mexico,221.13,False
e48df5,Brazil,151.86,False
407837,United Kingdom,264.28,False
461f55,Finland,197.86,False
a52ea4,United States,230.74,False
4063e6,United Kingdom,132.61,False
ae6470,United States,132.67,False
8964b5,United Arab Emirates,126.6,False
750254,Malaysia,216.78,False
400f99,United Kingdom,11.32,True
8964c2,United Arab Emirates,220.33,False
461f39,Finland,189.68,False
8964bb,United Arab Emirates,271.76,False
461f30,Finland,3.86,True
4b990e,Turkey,219.95,False
750245,Malaysia,145.44,False
7c76c4,Australia,182.75,False
4076ed,United Kingdom,207.46,False
750221,Malaysia,233.79,False
4063c3,United Kingdom,119.0,False
ae6492,United States,59.54,False
4076dd,United Kingdom,222.96,False
781f6e,China,188.29,False
8964a1,United Arab Emirates,259.23,False
75021f,Malaysia,239.46,False
4076e2,United Kingdom,179.64,False
4076e8,United Kingdom,252.1,False
750223,Malaysia,186.95,False
8964a2,United Arab Emirates,0.0,False
a7ac8f,United States,255.75,False
8964a8,United Arab Emirates,283.67,False
76cc63,Singapore,0.9,True
76cc68,Singapore,206.85,False
a690bf,United States,272.9,False
a4a0cd,United States,258.71,False
a8cc46,United States,217.68,False
780c68,China,233.95,False
76cc73,Singapore,119.08,False
780c5d,China,284.27,False
840d81,Japan,194.8,False
750208,Malaysia,165.69,False
ab5f43,United States,263.21,False
47947c,Norway,231.11,False
76cc82,Singapore,270.63,False
750201,Malaysia,235.11,False
491116,Portugal,46.91,False
750204,Malaysia,88.89,False
780c6c,China,174.85,False
a0d21f,United States,194.74,False
a14bdd,United States,233.49,False
48044a,Kingdom of the Netherlands,0.51,False
ab03a4,United States,276.67,False
a1057a,United States,283.26,False
47812c,Norway,54.3,False
4b8654,Turkey,74.12,False
780c99,China,151.12,False
4ab566,Sweden,57.17,False
4078d9,United Kingdom,64.79,False
3c48f0,Germany,214.19,False
4a524b,Romania,0.06,True
ac1327,United States,267.33,False
4a5245,Romania,241.12,False
478363,Norway,126.83,False
479694,Norway,65.07,False
4b1bcc,Switzerland,39.72,False
4ab56e,Sweden,153.87,False
507ca9,Uzbekistan,230.55,False
4ab56f,Sweden,79.95,False
507ca5,Uzbekistan,246.01,False
4b1bbc,Switzerland,49.01,False
491316,Portugal,193.49,False
4078ae,United Kingdom,88.52,False
496cb2,Portugal,5.66,True
4b1bfd,Switzerland,78.21,False
484cc2,Kingdom of the Netherlands,0.39,True
484cbb,Kingdom of the Netherlands,264.99,False
484cb7,Kingdom of the Netherlands,244.53,False
484cb4,Kingdom of the Netherlands,99.91,False
abf32f,United States,229.62,False
4ab562,Sweden,98.49,False
750280,Malaysia,203.52,False
76cd05,Singapore,7.72,True
4065de,United Kingdom,193.5,False
750286,Malaysia,168.39,False
a60852,United States,257.69,False
76cd12,Singapore,253.85,False
8832da,Thailand,206.23,False
4078fd,United Kingdom,226.0,False
76cd11,Singapore,246.93,False
ac136d,United States,250.32,False
a96817,United States,134.86,False
76cd16,Singapore,101.56,False
7c78b7,Australia,101.5,False
4078fe,United Kingdom,224.41,False
e48e94,Brazil,243.52,False
7c78ab,Australia,116.92,False
7c78aa,Australia,203.32,False
abe030,United States,240.35,False
7c78ae,Australia,1.29,True
7c78a9,Australia,257.98,False
7c78a8,Australia,178.1,False
4078ef,United Kingdom,176.46,False
8965f3,United Arab Emirates,261.58,False
4078f9,United Kingdom,67.01,False
750258,Malaysia,269.26,False
8965f9,United Arab Emirates,222.05,False
7c78b2,Australia,215.66,False
8965f7,United Arab Emirates,212.93,False
7c78b1,Australia,0.06,True
a57229,United States,0.0,True
ab9078,United States,226.46,False
7c78b0,Australia,0.0,True
4078f0,United Kingdom,242.93,False
4078da,United Kingdom,72.02,False
750266,Malaysia,218.5,False
781ed4,China,217.96,False
a9558d,United States,272.81,False
7c5326,Australia,197.09,False
43bfe3,United Kingdom,13.89,True
a37a02,United States,175.35,False
c81e05,New Zealand,274.64,False
43bfe1,United Kingdom,2.57,True
780bb6,China,75.7,False
a4c7b6,United States,57.09,False
4d029f,Luxembourg,170.09,False
e8032d,Chile,194.95,False
461fa7,Finland,242.84,False
461fa8,Finland,228.84,False
461fa2,Finland,228.53,False
461fa3,Finland,186.96,False
7c794f,Australia,181.06,False
7c5304,Australia,4.12,True
7c5305,Australia,65.98,False
7c5301,Australia,90.58,False
40666c,United Kingdom,3.34,True
40666b,United Kingdom,163.2,False
c81e27,New Zealand,125.59,False
a3ca01,United States,210.65,False
7c5309,Australia,85.89,False
7c5307,Australia,135.51,False
40799b,United Kingdom,237.43,False
40666a,United Kingdom,214.95,False
406674,United Kingdom,236.67,False
406673,United Kingdom,239.89,False
c81e2c,New Zealand,199.88,False
43bff9,United Kingdom,4.37,True
40665e,United Kingdom,244.46,False
43bff0,United Kingdom,1.8,True
461faa,Finland,216.8,False
4d0282,Luxembourg,134.25,False
8a097c,Indonesia,206.75,False
8a097d,Indonesia,115.96,False
471a7b,Hungary,151.37,False
780be2,China,241.51,False
8a0987,Indonesia,231.65,False
7c668c,Australia,98.38,False
85d42c,Japan,4.12,True
89671d,United Arab Emirates,204.88,False
780bf9,China,187.63,False
ab1971,United States,242.08,False
7c6684,Australia,95.21,False
872742,Japan,142.63,False
aaf968,United States,222.58,False
346499,Spain,181.25,False
8a0967,Indonesia,71.17,False
7c5343,Australia,114.92,False
ac1301,United States,90.62,False
346489,Spain,233.16,False
84c790,Japan,5.66,True
896717,United Arab Emirates,203.59,False
3cce71,Germany,53.61,False
872766,Japan,80.02,False
abafe4,United States,252.7,False
84b473,Japan,210.57,False
a95551,United States,200.16,False
ab198d,United States,244.52,False
8a093b,Indonesia,68.11,False
44ba67,Belgium,213.79,False
0201a0,Morocco,209.06,False
34524e,Spain,119.64,False
8a08c6,Indonesia,183.81,False
a38d8f,United States,264.46,False
346581,Spain,123.41,False
345251,Spain,257.02,False
4794f2,Norway,234.84,False
345248,Spain,219.5,False
345249,Spain,189.27,False
407930,United Kingdom,200.63,False
e49fb6,Brazil,78.42,False
44cd79,Belgium,22.09,False
0201c4,Morocco,210.89,False
0201c3,Morocco,216.34,False
458a59,Denmark,62.5,False
a967ae,United States,0.0,True
0201b6,Morocco,237.5,False
0201b5,Morocco,242.57,False
8462c4,Japan,122.48,False
407914,United Kingdom,242.13,False
152000,Russian Federation,221.73,False
89667a,United Arab Emirates,216.28,False
346551,Spain,54.37,False
89667e,United Arab Emirates,265.02,False
407997,United Kingdom,66.37,False
7501fd,Malaysia,227.9,False
406669,United Kingdom,153.35,False
406668,United Kingdom,176.64,False
781fb5,China,242.2,False
ae64ba,United States,115.03,False
840e10,Japan,58.58,False
45da05,Denmark,67.52,False
345215,Spain,216.08,False
781fc4,China,233.16,False
407981,United Kingdom,96.2,False
40796c,United Kingdom,218.79,False
40796a,United Kingdom,179.62,False
40796e,United Kingdom,2.83,True
345206,Spain,0.0,True
a584bc,United States,252.94,False
407979,United Kingdom,268.38,False
345205,Spain,171.0,False
400fdb,United Kingdom,198.09,False
7501e8,Malaysia,204.36,False
a10614,United States,109.31,False
400fe3,United Kingdom,5.92,False
400fda,United Kingdom,186.39,False
780cb1,China,193.07,False
39a415,France,127.11,False
400fe0,United Kingdom,211.2,False
a5d4c3,United States,267.28,False
700011,Afghanistan,202.74,False
a62a1e,United States,62.77,False
896681,United Arab Emirates,216.85,False
407959,United Kingdom,223.95,False
4d00ee,Luxembourg,223.28,False
491292,Portugal,248.17,False
aa9600,United States,0.0,True
8832b5,Thailand,237.52,False
8832b6,Thailand,74.35,False
8832b0,Thailand,210.53,False
4d00f6,Luxembourg,224.68,False
7c77f7,Australia,97.47,False
7c77f6,Australia,260.43,False
4d00ed,Luxembourg,0.0,True
7c77f4,Australia,242.87,False
748051,Lebanon,218.79,False
152072,Russian Federation,161.26,False
447d29,Austria,46.21,False
8832a8,Thailand,229.62,False
513030,Bosnia and Herzegovina,126.94,False
15205e,Russian Federation,6.71,False
780d51,China,222.8,False
152066,Russian Federation,238.26,False
a99d89,United States,272.4,False
a03fff,United States,273.15,False
748025,Lebanon,195.58,False
748028,Lebanon,187.78,False
748027,Lebanon,119.08,False
863b98,Japan,72.04,False
8832d6,Thailand,251.66,False
4d00d5,Luxembourg,0.32,True
4d00d4,Luxembourg,156.83,False
780d66,China,255.83,False
4d00d9,Luxembourg,147.27,False
4d00d8,Luxembourg,161.09,False
8965b4,United Arab Emirates,198.47,False
8965b3,United Arab Emirates,191.65,False
447d56,Austria,74.68,False
a9da1b,United States,134.23,False
76cd77,Singapore,127.48,False
8965c1,United Arab Emirates,248.61,False
4d00f5,Luxembourg,237.28,False
4d00f2,Luxembourg,213.66,False
3c49b1,Germany,176.36,False
8965c3,United Arab Emirates,166.37,False
4d00dc,Luxembourg,180.59,False
447d45,Austria,53.7,False
4d00da,Luxembourg,96.47,False
447d43,Austria,55.15,False
4b9856,Turkey,191.86,False
c010a8,Canada,280.25,False
3badff,France,0.0,True
4b1bc6,Switzerland,37.06,False
4b1bc7,Switzerland,44.86,False
7c77fd,Australia,0.13,True
491221,Portugal,79.85,False
c010e6,Canada,196.22,False
152038,Russian Federation,27.54,False
89408f,Bahrain,242.34,False
4b1bb5,Switzerland,52.32,False
15203d,Russian Federation,232.88,False
4b1bb7,Switzerland,35.68,False
152043,Russian Federation,216.78,False
484bcf,Kingdom of the Netherlands,85.27,False
a3e911,United States,252.32,False
89906b,Taiwan,201.18,False
46bc38,Greece,134.83,False
89906e,Taiwan,226.91,False
899088,Taiwan,135.93,False
a92d6d,United States,236.32,False
4ca4b0,Ireland,78.94,False
040197,Ethiopia,181.62,False
899095,Taiwan,236.97,False
3b775a,France,207.84,False
a42a91,United States,288.85,False
89904e,Taiwan,247.53,False
89904f,Taiwan,252.29,False
899063,Taiwan,228.03,False
89905a,Taiwan,239.06,False
c04051,Canada,100.16,False
89905c,Taiwan,197.01,False
899077,Taiwan,259.4,False
4bcd86,Turkey,243.97,False
4bcd85,Turkey,184.98,False
4bcd83,Turkey,217.56,False
4bcd81,Turkey,213.79,False
89902a,Taiwan,0.32,True
040142,Ethiopia,231.01,False
34260e,Spain,115.38,False
c07982,Canada,239.53,False
4ca4f5,Ireland,218.88,False
4ca4f4,Ireland,216.43,False
4ca4f8,Ireland,216.05,False
040159,Ethiopia,253.58,False
4ca4f2,Ireland,237.5,False
899055,Taiwan,94.47,False
49d3ac,Czech Republic,86.98,False
ab4732,United States,261.84,False
899026,Taiwan,247.8,False
899023,Taiwan,235.15,False
49d3bb,Czech Republic,183.88,False
498493,Czech Republic,61.36,False
89901b,Taiwan,251.83,False
498495,Czech Republic,43.95,False
498496,Czech Republic,56.94,False
49d3d6,Czech Republic,214.99,False
781538,China,162.58,False
899038,Taiwan,158.76,False
899035,Taiwan,241.85,False
899030,Taiwan,223.49,False
c0799a,Canada,84.44,False
406f7c,United Kingdom,289.95,False
498486,Czech Republic,136.68,False
406f7b,United Kingdom,227.51,False
48648f,Kingdom of the Netherlands,199.71,False
a75634,United States,248.9,False
486492,Kingdom of the Netherlands,233.19,False
44819c,Belgium,15.43,True
a3b00c,United States,180.99,False
486493,Kingdom of the Netherlands,13.38,True
a7563a,United States,5.4,True
7813bb,China,154.33,False
3cc158,Germany,165.28,False
4ca4ef,Ireland,175.08,False
aaab1c,United States,275.41,False
4ca4ee,Ireland,207.22,False
4ca4ec,Ireland,244.89,False
7800a9,China,219.4,False
881b68,Thailand,119.66,False
a3b02e,United States,0.06,True
406f52,United Kingdom,83.33,False
7813e7,China,211.66,False
7c3a00,Australia,8.75,True
485122,Kingdom of the Netherlands,238.32,False
7813f7,China,96.8,False
a06e0b,United States,255.24,False
ae08f0,United States,98.23,False
44816e,Belgium,3.34,True
486442,Kingdom of the Netherlands,225.02,False
44815e,Belgium,6.69,True
0d0804,Mexico,6.17,True
44818d,Belgium,2.57,True
4409c0,Austria,205.99,False
868b50,Japan,1.29,True
44817c,Belgium,2.83,True
a4e307,United States,232.87,False
502daa,Latvia,4.63,True
502dac,Latvia,218.02,False
c051e4,Canada,0.64,True
502dae,Latvia,205.79,False
a7302f,United States,270.64,False
78029e,China,255.16,False
502db2,Latvia,183.78,False
502db3,Latvia,10.29,True
a48075,United States,77.57,False
845ce4,Japan,4.63,True
aca35d,United States,98.78,False
49d529,Czech Republic,37.75,False
3ce6c3,Germany,110.73,False
c051da,Canada,245.37,False
3d06d9,Germany,39.37,False
3d06d3,Germany,39.08,False
8881db,Viet Nam,236.17,False
394a04,France,260.25,False
394a03,France,240.61,False
394a02,France,274.05,False
8881e1,Viet Nam,218.53,False
49d53f,Czech Republic,4.89,True
4ca570,Ireland,212.83,False
394a15,France,265.05,False
4ca565,Ireland,154.04,False
394a18,France,315.81,False
4ca564,Ireland,224.67,False
394a17,France,256.54,False
4ca568,Ireland,226.59,False
86da5c,Japan,189.56,False
aa6ccb,United States,284.17,False
7814b9,China,210.09,False
7814b6,China,263.09,False
a1cb05,United States,244.84,False
ab8ca5,United States,80.76,False
899000,Taiwan,210.26,False
3c70cc,Germany,244.76,False
395d6d,France,63.66,False
ab5975,United States,253.18,False
3f46db,Germany,3.86,False
78021c,China,212.49,False
899014,Taiwan,236.56,False
a1de8d,United States,250.36,False
780236,China,210.76,False
394a0d,France,249.92,False
4ca56d,Ireland,215.41,False
4ca56b,Ireland,187.07,False
781571,China,208.24,False
abefba,United States,266.96,False
04020b,Ethiopia,228.43,False
395d67,France,215.84,False
395d66,France,203.36,False
395d69,France,184.18,False
06a3b7,Qatar,225.6,False
a528d6,United States,248.4,False
ab599b,United States,226.01,False
a3e8dc,United States,278.32,False
78158d,China,221.62,False
4862b9,Kingdom of the Netherlands,84.37,False
3c70c5,Germany,253.41,False
3c70c2,Germany,237.79,False
3c1c82,Germany,229.55,False
34134e,Spain,255.62,False
c1e88f,Canada,2.31,True
4aad15,Sweden,62.25,False
502d10,Latvia,202.73,False
8416ed,Japan,59.32,False
4481da,Belgium,1.29,True
4ba9ec,Turkey,219.89,False
4ba9eb,Turkey,247.7,False
009e21,South Africa,259.74,False
a742ec,United States,12.35,True
a7ee6f,United States,232.12,False
44d1a7,Belgium,242.03,False
44d1a5,Belgium,120.81,False
4ba9cd,Turkey,172.65,False
89916d,Taiwan,223.84,False
71c013,Republic of Korea,170.29,False
4ba9e9,Turkey,77.07,False
71c017,Republic of Korea,171.28,False
4ba9e5,Turkey,202.98,False
4ba9e1,Turkey,27.65,False
502d20,Latvia,60.39,False
71c009,Republic of Korea,237.87,False
502d0d,Latvia,140.93,False
502d0e,Latvia,226.21,False
71c005,Republic of Korea,275.65,False
404a90,United Kingdom,74.99,False
44d1c2,Belgium,145.2,False
502d28,Latvia,169.8,False
89914e,Taiwan,5.14,False
89914a,Taiwan,126.14,False
502d3f,Latvia,142.0,False
406fda,United Kingdom,241.5,False
4481a1,Belgium,2.57,True
502d59,Latvia,105.86,False
502d58,Latvia,103.82,False
502d44,Latvia,0.77,False
502d46,Latvia,187.07,False
ab4840,United States,212.14,False
502d45,Latvia,9.26,False
44d1a2,Belgium,234.45,False
502d47,Latvia,173.38,False
a0011c,United States,193.82,False
49d2a8,Czech Republic,195.74,False
a6ce7d,United States,243.49,False
4481bf,Belgium,2.57,True
a1ddbb,United States,241.04,False
899140,Taiwan,18.52,True
4481c3,Belgium,6.69,True
502d65,Latvia,163.16,False
780320,China,225.69,False
89913b,Taiwan,118.59,False
89913e,Taiwan,198.42,False
ab4866,United States,84.68,False
89913d,Taiwan,96.68,False
502d5d,Latvia,172.98,False
502d5f,Latvia,56.67,False
4481b0,Belgium,3.34,True
502d5b,Latvia,190.14,False
8990a6,Taiwan,109.6,False
8990a8,Taiwan,245.25,False
8990a1,Taiwan,210.19,False
71c079,Republic of Korea,241.95,False
743395,Jordan,74.93,False
71c072,Republic of Korea,216.29,False
a79dc4,United States,246.85,False
71c070,Republic of Korea,71.67,False
a4943e,United States,241.44,False
71c077,Republic of Korea,257.36,False
c06732,Canada,122.24,False
3cd32a,Germany,55.41,False
8990b4,Taiwan,231.53,False
8990b1,Taiwan,177.79,False
7801b6,China,203.77,False
a3d78d,United States,235.56,False
7801b5,China,197.47,False
71c061,Republic of Korea,86.6,False
39aded,France,185.07,False
ac53b2,United States,9.26,True
7814dc,China,237.49,False
0d071b,Mexico,223.31,False
71c092,Republic of Korea,149.58,False
48a231,Poland,116.55,False
388161,France,2.06,False
71c089,Republic of Korea,0.0,True
4a2836,Romania,34.78,False
a80dac,United States,244.84,False
008b8f,South Africa,190.55,False
71c086,Republic of Korea,244.24,False
7801cc,China,170.1,False
3d0643,Germany,37.61,False
3c9654,Germany,214.68,False
aca3a3,United States,257.35,False
