icao24,origin_country,velocity,on_ground
a3a4de,United States,100.76,False
ad67a4,United States,128.04,False
a00929,United States,167.84,False
4aca83,Sweden,225.97,False
a857cf,United States,190.01,False
ab5d52,United States,192.99,False
7c2f4b,Australia,78.62,False
c0484c,Canada,53.67,False
8a0487,Indonesia,229.63,False
e07585,Argentina,217.36,False
a091f3,United States,201.07,False
e07583,Argentina,209.68,False
e07582,Argentina,256.61,False
a64d51,United States,67.38,False
ab5d4a,United States,241.35,False
a3ed7c,United States,237.02,False
ab27fb,United States,54.5,False
87457e,Japan,213.9,False
a0e1cf,United States,48.9,False
ad67ae,United States,224.52,False
a14a77,United States,53.92,False
a3ed91,United States,12.86,True
84d28e,Japan,0.0,True
aaf4c8,United States,240.4,False
a88d10,United States,89.29,False
ac47de,United States,0.51,True
7c2f54,Australia,92.86,False
a6f28c,United States,197.35,False
a0093c,United States,56.25,False
e49eee,Brazil,212.07,False
a0093e,United States,140.46,False
e49ef3,Brazil,142.5,False
85188c,Japan,188.81,False
a3b7cb,United States,246.84,False
ab5d80,United States,269.13,False
a39d9b,United States,0.0,True
a3a4b7,United States,141.64,False
3b2bff,France,7.2,True
4400f9,Austria,256.23,False
471f9e,Hungary,41.16,True
ac21c3,United States,0.0,True
e48ba8,Brazil,257.0,False
ad54cc,United States,54.53,False
aaf4ee,United States,117.11,False
343141,Spain,246.19,False
e49eca,Brazil,221.68,False
a40d7a,United States,219.98,False
a64d16,United States,210.48,False
acba1b,United States,208.44,False
c80a97,New Zealand,40.36,False
471f6a,Hungary,229.94,False
471f6d,Hungary,204.1,False
e49ed5,Brazil,223.37,False
ab4a5b,United States,78.17,False
0d129c,Mexico,0.13,True
87453a,Japan,204.8,False
a3da0d,United States,64.93,False
0d129e,Mexico,203.47,False
a2cd86,United States,179.78,False
a12921,United States,29.32,False
e48baa,Brazil,267.97,False
a3ed50,United States,66.3,False
a39d95,United States,235.56,False
abad6c,United States,1.54,True
471f68,Hungary,216.84,False
aa0909,United States,9.26,True
471f66,Hungary,240.61,False
34310d,Spain,0.9,True
a09322,United States,146.84,False
a9a1a4,United States,148.61,False
471f65,Hungary,214.1,False
a27ca5,United States,49.6,False
a4b1fd,United States,62.38,False
a88d89,United States,0.0,True
a99a3d,United States,75.53,False
aaf58d,United States,35.33,False
a88d86,United States,253.22,False
a4fa98,United States,115.44,False
a1bfb2,United States,6.69,True
ad4250,United States,27.78,False
accbbb,United States,54.37,False
adfeda,United States,147.97,False
a9a1b9,United States,262.55,False
a9ea32,United States,76.2,False
471f70,Hungary,241.63,False
aa2a7f,United States,4.37,True
a1bfac,United States,293.05,False
a35605,United States,192.22,False
a16ff1,United States,142.38,False
adfee0,United States,81.28,False
a63a8b,United States,93.56,False
471f5c,Hungary,227.41,False
8014fd,India,262.79,False
ae0bed,United States,47.65,False
ae623e,United States,55.36,False
c07c7b,Canada,207.53,False
4400be,Austria,8.75,True
c07c7a,Canada,218.2,False
a831e5,United States,9.26,True
344416,Spain,215.85,False
a977e4,United States,196.13,False
a5d1b9,United States,212.63,False
a3696e,United States,233.87,False
c81cb1,New Zealand,40.04,False
ae6268,United States,125.85,False
a27ce8,United States,248.04,False
801600,India,287.34,False
a76d5a,United States,215.27,False
a8a7cf,United States,41.91,False
a1bff9,United States,126.78,False
a40ca4,United States,256.52,False
a1bff3,United States,36.32,False
471f38,Hungary,199.09,False
a977f8,United States,44.14,False
742824,Jordan,239.51,False
471f31,Hungary,236.03,False
0d1218,Mexico,227.64,False
ae627e,United States,181.79,False
471f00,Hungary,129.01,False
471f04,Hungary,89.21,False
471f05,Hungary,229.23,False
a22318,United States,249.2,False
a831b2,United States,133.26,False
a977bb,United States,206.22,False
a0800d,United States,39.45,False
a3560b,United States,0.0,True
c81ce3,New Zealand,72.06,False
a977d4,United States,76.62,False
ae6284,United States,8.75,True
0d1233,Mexico,233.0,False
a8dd27,United States,110.93,False
a88d52,United States,186.27,False
a3b90e,United States,283.72,False
a35694,United States,74.22,False
a4d97e,United States,213.71,False
ada714,United States,237.82,False
a46345,United States,90.0,False
ab175a,United States,79.95,False
ac2412,United States,197.11,False
a4d989,United States,241.78,False
4cc278,Iceland,218.33,False
c81ac0,New Zealand,104.86,False
a0807e,United States,119.35,False
c07e33,Canada,208.12,False
a34358,United States,212.31,False
7c1cdb,Australia,101.71,False
a40cd9,United States,223.01,False
c035cc,Canada,219.85,False
a76cba,United States,44.76,False
a1f00e,United States,261.93,False
a22358,United States,206.96,False
abadd6,United States,0.0,True
a0e34b,United States,60.49,False
801744,India,129.54,False
a9ea6c,United States,70.07,False
ac2439,United States,5.14,True
a9ea6e,United States,37.5,False
a2ccbf,United States,40.9,False
a7130c,United States,242.15,False
c07e59,Canada,222.31,False
a46310,United States,206.62,False
a4b354,United States,45.3,False
8852e1,Thailand,273.25,False
a1acdb,United States,245.92,False
8852e3,Thailand,76.36,False
a76cc0,United States,199.63,False
ac377b,United States,236.94,False
e0b0c5,Argentina,153.95,False
a2107b,United States,231.68,False
7cb036,Australia,51.57,False
a9ea63,United States,39.81,False
3c4b27,Germany,254.32,False
3c4b28,Germany,166.52,False
a99a96,United States,236.99,False
ab4af1,United States,64.13,False
c2b369,Canada,183.87,False
e48c2f,Brazil,202.69,False
ac245c,United States,204.24,False
a3a640,United States,40.67,False
ab0485,United States,4.89,True
a3a647,United States,271.19,False
a65fae,United States,113.35,False
a9ea5d,United States,249.18,False
3c4b2c,Germany,256.92,False
a3ecc8,United States,214.47,False
a3ecc9,United States,57.33,False
e49f52,Brazil,198.39,False
800448,India,190.46,False
a46368,United States,4.37,True
a0808f,United States,248.18,False
407b70,United Kingdom,232.48,False
a9b4de,United States,229.3,False
a3fffc,United States,72.02,False
a008c9,United States,211.11,False
ad445c,United States,230.06,False
801793,India,228.79,False
800463,India,293.35,False
adedba,United States,25.41,False
a3a65f,United States,263.59,False
ac247a,United States,212.82,False
ada5ee,United States,268.08,False
a248cf,United States,47.82,False
ac22fb,United States,241.13,False
3443d2,Spain,181.32,False
addb47,United States,232.15,False
a4a082,United States,67.91,False
a248d7,United States,29.97,False
a8dcee,United States,235.11,False
a9b662,United States,116.0,False
a5c054,United States,0.0,True
0ac3f8,Colombia,93.88,False
a248df,United States,44.42,False
0d10ac,Mexico,204.57,False
c01049,Canada,240.8,False
a27e31,United States,271.37,False
a14b1a,United States,144.58,False
c01074,Canada,209.88,False
a45072,United States,8.75,True
a8dccc,United States,49.5,False
a618b6,United States,42.38,False
e49dff,Brazil,98.24,False
a6e055,United States,246.49,False
a1f093,United States,31.7,False
a248c8,United States,50.67,False
a3b8e1,United States,214.05,False
e48ad5,Brazil,220.01,False
ae62e6,United States,139.12,False
4bb4f4,Turkey,189.71,False
a84663,United States,146.99,False
4aca65,Sweden,304.74,False
a6f333,United States,136.33,False
ae62ff,United States,52.02,False
a7133f,United States,236.35,False
a88cbc,United States,233.78,False
a26b51,United States,3.09,True
a71356,United States,40.9,False
a092ea,United States,265.87,False
4aca70,Sweden,73.57,False
a9797b,United States,37.89,False
ac370b,United States,204.0,False
a39e50,United States,114.43,False
a7398e,United States,208.38,False
a9b62a,United States,203.07,False
4bb4ee,Turkey,213.63,False
76b866,Singapore,232.43,False
a6f31d,United States,52.91,False
aa945d,United States,61.36,False
a475a3,United States,65.41,False
a8dcba,United States,56.83,False
ad5711,United States,39.81,False
a15e70,United States,163.11,False
c81c28,New Zealand,53.36,False
471fa2,Hungary,244.71,False
ab5dab,United States,197.14,False
471fa0,Hungary,233.16,False
aa944a,United States,284.35,False
aa2abc,United States,155.85,False
471fae,Hungary,233.11,False
c01022,Canada,114.86,False
a368d3,United States,275.43,False
a88ccf,United States,253.45,False
c81c31,New Zealand,40.85,False
c02358,Canada,2.57,True
c81c33,New Zealand,40.68,False
847114,Japan,202.82,False
a462d2,United States,146.37,False
a3db3e,United States,275.5,False
c07ca2,Canada,43.08,False
a3a5ec,United States,237.89,False
ab15ba,United States,174.43,False
ab4b20,United States,67.52,False
acce0e,United States,31.18,False
a51b58,United States,159.72,False
ac48f2,United States,85.68,False
a582bb,United States,3.6,True
abae2c,United States,138.36,False
ab4b34,United States,239.56,False
ab4b43,United States,66.13,False
ad68f0,United States,212.32,False
ad8b16,United States,58.68,False
a858f3,United States,212.49,False
8015a8,India,239.23,False
ab5e6c,United States,234.64,False
a858f6,United States,229.67,False
e0b111,Argentina,235.13,False
c07cb9,Canada,126.93,False
a9538b,United States,274.63,False
ac22c5,United States,3.6,True
a3b8dc,United States,32.54,False
ac7e6d,United States,159.59,False
a3b8f5,United States,218.5,False
abae62,United States,236.28,False
aae2ca,United States,200.84,False
ad8b20,United States,255.98,False
c06a8d,Canada,7.72,True
acce3f,United States,207.06,False
ac6b52,United States,51.35,False
a3a5d9,United States,197.45,False
0d116a,Mexico,154.85,False
8015e7,India,218.6,False
a2bb89,United States,218.7,False
a52e50,United States,208.35,False
a64e2a,United States,207.05,False
a52e54,United States,104.74,False
a5f8e4,United States,225.02,False
a2bb83,United States,3.34,True
a4c5d8,United States,219.14,False
a4d8ec,United States,19.41,False
a52e5b,United States,147.54,False
4401e2,Austria,116.78,False
a0f73c,United States,220.97,False
e48b65,Brazil,215.4,False
7c729d,Australia,1.03,True
a11762,United States,161.51,False
4bc84a,Turkey,27.95,False
4401e4,Austria,266.03,False
4bc85a,Turkey,242.82,False
a60701,United States,0.0,True
0d1130,Mexico,87.61,False
a88e98,United States,295.45,False
a99b83,United States,203.9,False
a88e8a,United States,151.59,False
ada64d,United States,205.76,False
c06a60,Canada,128.13,False
aa92fc,United States,225.61,False
c06a7c,Canada,285.43,False
aa92ff,United States,259.46,False
0d1140,Mexico,185.27,False
a87b97,United States,97.94,False
ad4395,United States,227.65,False
0d113a,Mexico,255.03,False
adecf8,United States,103.48,False
ada683,United States,259.52,False
4bc847,Turkey,25.84,False
4bc842,Turkey,215.74,False
0d1151,Mexico,208.39,False
ab5e04,United States,57.8,False
0d1155,Mexico,225.74,False
0d1158,Mexico,155.17,False
841b6a,Japan,197.81,False
a9eb09,United States,42.99,False
aa2b79,United States,208.32,False
a9c8e7,United States,86.46,False
a582f9,United States,270.5,False
8638b0,Japan,202.2,False
a8de56,United States,278.85,False
a99b1b,United States,9.26,True
a51b93,United States,186.13,False
a2376e,United States,56.95,False
a978fe,United States,41.8,False
ac7e09,United States,233.0,False
a39dca,United States,239.21,False
a6f2b7,United States,66.89,False
ab28d7,United States,155.98,False
ad3098,United States,201.44,False
a5d2f9,United States,239.0,False
a8de33,United States,129.13,False
e48b6f,Brazil,143.44,False
aa92c2,United States,213.74,False
5002c0,San Marino,237.21,False
a3572c,United States,228.83,False
aaf5a9,United States,217.9,False
4bb562,Turkey,210.15,False
a845f4,United States,226.94,False
a14ad1,United States,198.93,False
a8de43,United States,48.4,False
a2cda7,United States,11.28,False
a4996b,United States,232.34,False
73806c,Israel,231.45,False
a6bfa6,United States,214.23,False
a36661,United States,140.72,False
c058c0,Canada,248.63,False
e085cd,Argentina,161.38,False
c058ae,Canada,270.07,False
a4995f,United States,227.37,False
ac4717,United States,161.63,False
a35336,United States,194.13,False
a2467a,United States,210.01,False
a23359,United States,41.16,False
a47303,United States,203.73,False
a0e029,United States,45.89,False
c2c363,Canada,199.36,False
a3fcd6,United States,243.07,False
7cc40c,Australia,39.38,False
a3795a,United States,139.99,False
738063,Israel,223.08,False
4bb470,Turkey,170.32,False
73805c,Israel,254.25,False
a0068c,United States,149.64,False
ac340a,United States,183.71,False
a3661f,United States,189.37,False
a22003,United States,110.94,False
c058c3,Canada,92.07,False
738076,Israel,242.17,False
a5e307,United States,200.87,False
a4c326,United States,202.15,False
a4c327,United States,202.3,False
a36636,United States,247.38,False
c058bb,Canada,110.29,False
80057d,India,231.08,False
3c4a13,Germany,274.72,False
440058,Austria,249.11,False
adb723,United States,0.0,True
44004f,Austria,170.9,False
aaf437,United States,2.62,False
ab2788,United States,53.5,False
a3c940,United States,173.71,False
738050,Israel,229.23,False
440047,Austria,228.07,False
738054,Israel,221.55,False
738053,Israel,258.78,False
440053,Austria,143.86,False
738051,Israel,233.59,False
738057,Israel,256.86,False
c0337d,Canada,129.57,False
ac7aa9,United States,6.43,True
738055,Israel,253.22,False
a6290b,United States,44.52,False
738059,Israel,138.18,False
a66fa9,United States,40.77,False
ac210e,United States,199.16,False
ae7418,United States,63.92,False
a3401a,United States,3.09,True
a74923,United States,181.75,False
ac7aaa,United States,54.7,False
ab0147,United States,198.19,False
a2dce1,United States,247.41,False
e80047,Chile,84.43,False
70209e,Bangladesh,214.99,False
8a04d7,Indonesia,260.1,False
aa3b92,United States,84.39,False
e80049,Chile,238.7,False
a9c4ba,United States,29.84,False
a89ce9,United States,95.97,False
a7ccce,United States,271.71,False
ac7b4b,United States,53.18,False
acde67,United States,32.39,False
a7101e,United States,0.0,True
440020,Austria,241.95,False
a73690,United States,242.89,False
a6f00d,United States,207.25,False
a59398,United States,266.73,False
accb22,United States,268.36,False
874846,Japan,274.46,False
aa9156,United States,258.61,False
a5938c,United States,69.47,False
a8431a,United States,176.76,False
ac32cf,United States,194.58,False
ae1e58,United States,88.85,False
a018ee,United States,195.37,False
ae1e52,United States,146.91,False
acde4c,United States,56.36,False
ae1e6d,United States,101.77,False
a4b074,United States,209.28,False
a4b065,United States,80.4,False
a5939c,United States,194.45,False
aa3ae9,United States,200.47,False
abab67,United States,209.5,False
ac32f2,United States,190.72,False
ab5b8c,United States,229.53,False
a5e395,United States,127.06,False
c04693,Canada,104.54,False
aa3ae4,United States,208.72,False
a83029,United States,55.96,False
aa9136,United States,215.61,False
aa3ae2,United States,5.92,True
adfe55,United States,136.91,False
a89cdc,United States,51.06,False
c0202d,Canada,208.74,False
44001e,Austria,268.33,False
accb50,United States,215.23,False
a138b8,United States,138.81,False
abab79,United States,47.29,False
a35388,United States,214.74,False
a6bfe8,United States,96.35,False
a4d65c,United States,172.37,False
ac7b8a,United States,205.32,False
adfe90,United States,95.68,False
a1be41,United States,9.99,False
a3a362,United States,91.59,False
accb65,United States,219.67,False
a5e31c,United States,268.07,False
ae1e7e,United States,116.74,False
a78fcf,United States,210.95,False
a005fc,United States,4.12,True
a97631,United States,128.04,False
a73647,United States,75.59,False
a03b67,United States,214.5,False
8960fa,United Arab Emirates,285.16,False
344197,Spain,37.04,True
a4c34c,United States,202.61,False
a86981,United States,53.47,False
a258be,United States,199.3,False
a89caa,United States,32.67,False
a5d007,United States,8.75,True
a04e60,United States,100.83,False
a8430d,United States,191.06,False
a97608,United States,82.14,False
ae1e9e,United States,153.92,False
a8ffa0,United States,43.55,False
a5d00a,United States,46.2,False
ab2728,United States,229.96,False
ab2729,United States,200.58,False
8960dc,United Arab Emirates,173.69,False
ab271b,United States,108.94,False
aa0759,United States,211.86,False
a73665,United States,195.0,False
aa3b05,United States,91.76,False
ab38bd,United States,56.75,False
47c1c2,Norway,282.2,False
5001d9,San Marino,252.19,False
a4d5c7,United States,174.52,False
a28e6c,United States,264.44,False
a4d5ab,United States,50.67,False
405636,United Kingdom,205.12,False
c81b32,New Zealand,66.21,False
405638,United Kingdom,0.64,True
8016c5,India,0.0,True
ab38df,United States,39.26,False
34558e,Spain,216.69,False
a3a2c2,United States,40.18,False
a125f9,United States,202.55,False
c1ea69,Canada,0.06,True
a7ce03,United States,34.02,False
a125fc,United States,67.64,False
a365b7,United States,209.66,False
abbe26,United States,35.73,False
a2de1f,United States,112.63,False
a41e29,United States,150.24,False
ac8e1d,United States,100.39,False
ad78b6,United States,39.95,False
a6f04c,United States,76.66,False
a9768a,United States,187.79,False
ad78cf,United States,46.55,False
e49caa,Brazil,218.51,False
471d67,Hungary,221.06,False
c1ea3e,Canada,0.0,True
a8303f,United States,56.62,False
ac45ac,United States,234.07,False
c1ea41,Canada,6.17,True
a41e90,United States,201.31,False
e4a612,Brazil,210.96,False
a0070b,United States,89.34,False
ac7b1b,United States,241.8,False
a12709,United States,187.79,False
abbe48,United States,66.64,False
abab10,United States,50.78,False
a3c8cb,United States,115.45,False
7c0b6b,Australia,52.18,False
aaf2c6,United States,213.74,False
847183,Japan,85.14,False
7c72f0,Australia,85.15,False
a40b41,United States,100.88,False
a41e74,United States,217.73,False
e49ca9,Brazil,146.86,False
a1be90,United States,29.34,False
ab5b63,United States,51.28,False
a8304f,United States,225.18,False
a9b338,United States,42.79,False
a962b0,United States,40.35,False
aca97c,United States,49.48,False
345542,Spain,0.51,False
a12732,United States,275.48,False
a77e97,United States,228.94,False
406900,United Kingdom,238.27,False
a7ce70,United States,46.37,False
a9c5c5,United States,150.75,False
abbce5,United States,222.16,False
a88b46,United States,55.11,False
a77e8f,United States,251.5,False
801800,India,124.47,False
a6ae97,United States,5.92,True
c1ea02,Canada,6.17,True
ada302,United States,153.35,False
a52b9b,United States,171.64,False
a16db9,United States,194.86,False
a24720,United States,0.0,True
801811,India,123.7,False
a1272d,United States,116.48,False
7c6091,Australia,52.88,False
a1272f,United States,91.65,False
ad7992,United States,31.39,False
ac468d,United States,211.03,False
aca99c,United States,203.01,False
a12711,United States,284.01,False
ada336,United States,226.96,False
adb64a,United States,46.07,False
a842e2,United States,201.09,False
ac2038,United States,242.12,False
896199,United Arab Emirates,250.85,False
a88b4e,United States,166.8,False
a8a5bf,United States,48.29,False
8a05ac,Indonesia,249.93,False
8a05ae,Indonesia,218.13,False
ad401a,United States,84.42,False
a1270f,United States,239.76,False
abbcff,United States,84.16,False
aa4e80,United States,258.28,False
ac337e,United States,2.06,True
a12777,United States,213.62,False
a12778,United States,154.68,False
a23428,United States,44.72,False
a988d1,United States,2.83,True
ad402f,United States,222.48,False
a602ab,United States,180.63,False
a735d7,United States,214.33,False
a4c2ad,United States,1.54,True
896178,United Arab Emirates,24.27,False
a4870d,United States,156.23,False
a5f5bf,United States,141.57,False
a748f8,United States,4.12,True
a1010c,United States,256.46,False
a868cb,United States,,False
aa18fc,United States,122.2,False
a28dc8,United States,2.06,True
a1276f,United States,37.13,False
a53e8e,United States,174.31,False
ad5398,United States,244.02,False
a12750,United States,187.53,False
a9b39e,United States,248.77,False
a12756,United States,168.38,False
40690c,United Kingdom,210.12,False
a602ce,United States,137.75,False
a5e2c4,United States,195.19,False
801822,India,241.02,False
c044be,Canada,4.12,True
a842a9,United States,231.1,False
a988ae,United States,43.14,False
a722b1,United States,216.65,False
aa4e47,United States,240.51,False
a4c2f8,United States,260.06,False
a1141f,United States,36.07,False
406909,United Kingdom,233.97,False
a8b8c4,United States,126.89,False
a5e2bc,United States,194.88,False
a868f7,United States,228.82,False
ab284d,United States,240.7,False
ab6ebe,United States,203.38,False
a73735,United States,194.25,False
aa0850,United States,63.74,False
a0f46f,United States,273.38,False
ab5bb1,United States,0.0,True
a58103,United States,185.31,False
a39ab4,United States,2.57,True
a77dae,United States,205.41,False
a1aab8,United States,52.85,False
a12796,United States,11.83,True
7cc52d,Australia,0.0,True
a1aaae,United States,222.45,False
a10137,United States,213.56,False
a65dbc,United States,35.5,False
a35435,United States,50.95,False
7c0bda,Australia,189.56,False
a2ddac,United States,233.43,False
ac8ee5,United States,148.01,False
ac7ba7,United States,81.48,False
a24782,United States,106.66,False
a0f44c,United States,200.97,False
ab5bd4,United States,123.47,False
abbebd,United States,65.29,False
ac486a,United States,147.62,False
ad9ba8,United States,39.45,False
ae1ec5,United States,85.01,False
abbee3,United States,208.16,False
440184,Austria,282.13,False
ae1ebe,United States,120.2,False
aaf558,United States,67.58,False
a34154,United States,1.54,True
45213d,Bulgaria,186.21,False
440172,Austria,62.5,False
e071cb,Argentina,192.6,False
ac3558,United States,207.66,False
ac4888,United States,239.91,False
a39af6,United States,238.7,False
abbedb,United States,239.5,False
ab5bf0,United States,225.31,False
a9fb4e,United States,180.38,False
452181,Bulgaria,266.98,False
80067f,India,23.15,True
440198,Austria,9.77,True
ae6201,United States,152.06,False
adfebe,United States,165.79,False
adfebd,United States,234.35,False
ac3567,United States,78.8,False
aae23d,United States,209.15,False
adfed1,United States,55.8,False
a5f70c,United States,90.61,False
a2479f,United States,87.98,False
ac7bcc,United States,91.06,False
a2348d,United States,228.69,False
ada521,United States,230.08,False
a2ddef,United States,61.15,False
ac7bf8,United States,240.05,False
ada526,United States,127.58,False
adfec9,United States,163.42,False
7c7597,Australia,5.09,False
ae1ecd,United States,69.17,False
440191,Austria,142.72,False
ae1eca,United States,116.27,False
471dbf,Hungary,232.84,False
ac20c4,United States,221.77,False
ab00ce,United States,237.58,False
a4c48f,United States,148.86,False
471dbe,Hungary,229.03,False
471dbc,Hungary,179.44,False
471dba,Hungary,222.48,False
0d12dd,Mexico,108.36,False
a28f1f,United States,106.99,False
44012f,Austria,216.47,False
ae0c55,United States,46.21,False
a7cdf6,United States,53.36,False
abac67,United States,35.68,False
ab00df,United States,45.94,False
a8edf8,United States,78.62,False
440128,Austria,71.26,False
8a0536,Indonesia,239.41,False
a3418e,United States,242.58,False
abbf9a,United States,61.54,False
a126c4,United States,223.59,False
a3c9b4,United States,114.37,False
a04f75,United States,253.98,False
8018b7,India,226.15,False
aae0db,United States,167.28,False
ac20e7,United States,118.84,False
300a63,Italy,5.14,False
a58190,United States,276.07,False
c0215d,Canada,74.9,False
a5e48a,United States,143.62,False
a6049b,United States,72.02,False
a3c9c5,United States,76.39,False
300a5c,Italy,248.68,False
471daf,Hungary,227.27,False
a15c01,United States,83.29,False
471db6,Hungary,215.02,False
a3549d,United States,242.9,False
471db4,Hungary,229.63,False
471db8,Hungary,237.22,False
452124,Bulgaria,200.52,False
471db3,Hungary,199.94,False
a126ea,United States,209.81,False
a126eb,United States,253.3,False
a126ec,United States,201.7,False
aae0fc,United States,95.07,False
a9772c,United States,113.25,False
300a44,Italy,243.44,False
a64ac6,United States,56.17,False
a5945e,United States,239.45,False
a4b125,United States,264.38,False
a41f37,United States,124.26,False
a41f31,United States,174.41,False
7c753a,Australia,0.0,True
7c7530,Australia,251.69,False
ab2824,United States,201.75,False
a61797,United States,227.15,False
a1ac24,United States,179.17,False
ac4801,United States,198.46,False
a8a748,United States,218.84,False
a379dd,United States,77.17,False
a03c81,United States,283.83,False
ac4806,United States,41.83,False
ab6ea5,United States,286.05,False
c0344b,Canada,172.5,False
c0344d,Canada,5.92,True
a1ac11,United States,244.48,False
ab282b,United States,1.29,True
ab282f,United States,65.4,False
a6045d,United States,265.33,False
ab6eb9,United States,240.16,False
a5f786,United States,21.69,False
e49bfe,Brazil,224.88,False
a04f7e,United States,37.93,False
a4c492,United States,178.7,False
a83108,United States,0.0,True
846021,Japan,257.28,False
aa4ee9,United States,194.57,False
a126e6,United States,245.63,False
a499a6,United States,208.64,False
a126e7,United States,135.3,False
a126e8,United States,219.1,False
a6adda,United States,45.72,False
e4a561,Brazil,143.82,False
4bb2a3,Turkey,213.73,False
a499a0,United States,72.54,False
a7cdc0,United States,33.25,False
a0f3ed,United States,81.93,False
a77f2d,United States,176.46,False
ab39f0,United States,186.27,False
ab39f8,United States,66.14,False
a233e7,United States,237.69,False
a53f5b,United States,170.91,False
85e27c,Japan,176.68,False
a100dc,United States,256.77,False
4bb1e6,Turkey,198.19,False
a4c3b4,United States,55.2,False
7cc3b7,Australia,38.65,False
a629fc,United States,57.73,False
8004df,India,218.75,False
8004dd,India,276.7,False
a486d8,United States,201.55,False
a233d0,United States,97.3,False
a4c3c4,United States,125.14,False
8017e5,India,233.45,False
c81a1c,New Zealand,37.86,False
adc9b6,United States,195.15,False
ad79e8,United States,228.23,False
4bb1c4,Turkey,205.77,False
8017f3,India,210.96,False
a15c80,United States,236.45,False
