icao24,origin_country,velocity,on_ground
a76df8,United States,141.61,False
c023bd,Canada,221.65,False
485ecc,Kingdom of the Netherlands,177.23,False
a40de8,United States,206.63,False
a35781,United States,225.89,False
c06c2b,Canada,112.32,False
a1f11d,United States,189.2,False
a009a4,United States,170.23,False
a0817c,United States,4.12,True
ac1232,United States,28.59,False
aa2ba2,United States,211.24,False
aa2ba4,United States,183.56,False
aae585,United States,55.71,False
0ac425,Colombia,137.86,False
e80491,Chile,249.56,False
3475c7,Spain,112.79,False
a0d19e,United States,263.1,False
ac6bdc,United States,60.02,False
aae597,United States,260.7,False
a129dc,United States,198.14,False
8964fa,United Arab Emirates,252.04,False
ac1257,United States,56.17,False
a1af08,United States,38.6,False
0ac40a,Colombia,101.97,False
c07f2e,Canada,162.72,False
a4b41c,United States,163.47,False
8964d1,United Arab Emirates,276.96,False
3965af,France,198.43,False
3965ae,France,100.38,False
4077d3,United Kingdom,130.97,False
aae59b,United States,5.14,True
aae59a,United States,118.44,False
4064a4,United Kingdom,201.27,False
a4b421,United States,222.28,False
a03f1e,United States,188.6,False
aae59e,United States,197.58,False
847628,Japan,222.3,False
c07f32,Canada,148.21,False
8008d2,India,7.72,True
ae63de,United States,117.72,False
e8043f,Chile,172.14,False
a03f90,United States,74.17,False
e8044a,Chile,220.75,False
c02494,Canada,240.53,False
018090,Libyan Arab Jamahiriya,204.01,False
a75afd,United States,141.68,False
ad8c82,United States,186.58,False
88596c,Thailand,152.35,False
89664c,United Arab Emirates,174.94,False
e80468,Chile,243.55,False
a02c73,United States,198.79,False
e8045b,Chile,273.05,False
780aa3,China,0.06,True
a99ad2,United States,75.43,False
e8045f,Chile,221.8,False
e80474,Chile,221.61,False
a27f2e,United States,186.83,False
e80471,Chile,215.67,False
e80473,Chile,243.69,False
e80472,Chile,258.15,False
89661e,United Arab Emirates,249.89,False
a02c40,United States,0.0,True
e8046c,Chile,105.7,False
780ab7,China,184.83,False
a4fc00,United States,259.97,False
e8046f,Chile,235.07,False
781de5,China,230.03,False
8008c2,India,139.15,True
4bb06e,Turkey,243.71,False
a596b1,United States,276.47,False
780aad,China,273.95,False
e80484,Chile,226.86,False
a606a5,United States,62.25,False
a03f84,United States,198.87,False
ab1842,United States,235.73,False
a9a419,United States,255.84,False
ab5eb2,United States,227.31,False
346390,Spain,224.9,False
896601,United Arab Emirates,238.88,False
a2cf6a,United States,190.98,False
a9675d,United States,255.92,False
ad5817,United States,129.94,False
a330a0,United States,242.85,False
a69144,United States,78.48,False
e80416,Chile,153.67,False
e80418,Chile,146.98,False
ab050f,United States,186.55,False
e80415,Chile,228.32,False
7c7891,Australia,191.7,False
aaf841,United States,93.02,False
346384,Spain,169.32,False
a7277d,United States,229.18,False
896617,United Arab Emirates,190.5,False
896614,United Arab Emirates,24.83,False
e8040c,Chile,223.95,False
7c788b,Australia,241.26,False
e80427,Chile,230.85,False
ab184d,United States,0.0,True
a9b755,United States,94.33,False
a356db,United States,213.26,False
7c788d,Australia,209.07,False
ab4ba6,United States,232.81,False
a7014d,United States,148.61,False
780ae5,China,224.88,False
345042,Spain,204.95,False
ac250b,United States,208.63,False
a9b71b,United States,0.0,True
7c7889,Australia,101.15,False
7c7888,Australia,97.36,False
ad5837,United States,0.0,True
7c7887,Australia,211.48,False
7c7886,Australia,149.52,False
e8041b,Chile,207.75,False
7c7885,Australia,243.09,False
a5717c,United States,99.68,False
a6f482,United States,227.02,False
34635a,Spain,6.69,True
885968,Thailand,250.92,False
a27f85,United States,54.84,False
885963,Thailand,115.13,False
a4b49c,United States,239.07,False
e8042b,Chile,158.84,False
347691,Spain,227.29,False
a2bc12,United States,227.32,False
a02c7b,United States,0.0,True
a14c70,United States,196.53,False
406591,United Kingdom,233.46,False
a70151,United States,99.95,False
e48f03,Brazil,200.52,False
ab186b,United States,5.66,True
ac3857,United States,253.16,False
a02c94,United States,278.23,False
a02c91,United States,213.62,False
485f83,Kingdom of the Netherlands,268.6,False
ad9ea1,United States,63.99,False
89659d,United Arab Emirates,256.08,False
a76f67,United States,233.63,False
a76f66,United States,206.32,False
0d106d,Mexico,208.36,False
ac7f56,United States,124.02,False
883294,Thailand,71.6,False
aa93c9,United States,266.09,False
a846bd,United States,36.12,False
a3dc75,United States,171.04,False
a76f68,United States,216.39,False
abaf47,United States,107.73,False
a87c12,United States,10.29,True
ab5f6a,United States,238.05,False
a8df2c,United States,230.5,False
a1f0d8,United States,27.63,False
34644e,Spain,211.31,False
a63c57,United States,37.78,True
accf1c,United States,248.26,False
0d1097,Mexico,41.56,False
ab5f87,United States,119.44,False
a4a0b4,United States,241.73,False
346456,Spain,245.94,False
ac7f77,United States,1.8,True
39c901,France,1.8,True
a2bc5a,United States,188.8,False
a700a4,United States,199.02,False
a4fc6e,United States,241.29,False
ad56e0,United States,245.62,False
ad8c37,United States,181.67,False
c06aac,Canada,242.26,False
c06aab,Canada,121.42,False
ada6b9,United States,132.31,False
ad8c0e,United States,104.32,False
a570cd,United States,250.77,False
c06aa4,Canada,67.92,False
8a09ad,Indonesia,235.58,False
a1f0b4,United States,64.24,False
abaf6e,United States,240.99,False
a76f6d,United States,264.56,False
a9c9a5,United States,278.87,False
ac36ef,United States,197.16,False
345107,Spain,227.44,False
a38c60,United States,222.68,False
a4a0d9,United States,223.26,False
e48db0,Brazil,77.34,False
ac7f81,United States,105.72,False
e48db1,Brazil,206.28,False
48af07,Poland,240.79,False
ad8c59,United States,54.99,False
a3dc34,United States,256.91,False
48af01,Poland,194.18,False
461f63,Finland,239.69,False
a4c6af,United States,0.0,True
ad9f7f,United States,109.6,False
600843,Azerbaijan,226.12,False
89656d,United Arab Emirates,247.64,False
0d103f,Mexico,219.41,False
396668,France,98.09,False
461f5a,Finland,244.06,False
a63c13,United States,64.39,False
a8df06,United States,216.49,False
ac10af,United States,77.41,False
a3dc47,United States,214.07,False
89656f,United Arab Emirates,25.23,False
600850,Azerbaijan,29.32,True
a7bf22,United States,67.46,False
0d104d,Mexico,43.3,False
7c7802,Australia,216.95,False
a38c9b,United States,3.86,True
a2bc9e,United States,244.29,False
ad43e6,United States,122.0,False
a88f1d,United States,84.43,False
461f49,Finland,141.51,False
ac23ef,United States,248.15,False
7c7804,Australia,267.97,False
7c7803,Australia,209.5,False
89653c,United Arab Emirates,280.76,False
a1f0f1,United States,48.49,False
781ec3,China,230.01,False
896558,United Arab Emirates,250.77,False
896555,United Arab Emirates,258.78,False
4b9907,Turkey,216.23,False
aa818d,United States,161.98,False
461f56,Finland,266.97,False
0d1078,Mexico,266.75,False
461f59,Finland,140.71,False
407838,United Kingdom,228.58,False
461f54,Finland,141.0,False
a9eaf4,United States,54.91,False
e48df6,Brazil,259.07,False
a3dc5a,United States,220.91,False
a22539,United States,190.09,False
7c0f55,Australia,30.42,False
ad313d,United States,64.89,False
ac1172,United States,65.06,False
a35854,United States,207.59,False
8964b4,United Arab Emirates,257.46,False
a2384a,United States,36.76,False
ac249e,United States,120.59,False
a27ebf,United States,83.59,False
8964c3,United Arab Emirates,252.8,False
080010,United Republic of Tanzania,238.07,False
adeddd,United States,242.46,False
a0f86b,United States,215.85,False
ab5f00,United States,198.31,False
a35843,United States,228.25,False
abf16e,United States,225.85,False
aa80eb,United States,67.42,False
a03edc,United States,139.23,False
a23844,United States,198.19,False
461f06,Finland,155.12,False
461f08,Finland,178.45,False
a15ebc,United States,265.06,False
a4c838,United States,63.17,False
a11861,United States,101.39,False
4076dd,United Kingdom,130.02,False
abf17f,United States,242.49,False
a47809,United States,238.21,False
a953f0,United States,246.86,False
a0e532,United States,53.04,False
a4b50c,United States,140.05,False
a15edb,United States,60.23,False
0d1030,Mexico,245.25,False
8964a3,United Arab Emirates,265.2,False
4076e0,United Kingdom,126.3,False
a7ac8f,United States,5.14,True
ae779f,United States,60.4,False
a9ff6d,United States,56.19,False
ab5f1b,United States,166.86,False
a690bf,United States,194.92,False
a4a0cd,United States,219.29,False
a2bbc6,United States,92.99,False
a570eb,United States,7.72,True
780c5b,China,126.35,False
a8cc3c,United States,241.79,False
ab4c15,United States,236.58,False
750208,Malaysia,90.89,False
a33229,United States,140.92,False
ab5f43,United States,214.42,False
780c74,China,225.31,False
750205,Malaysia,203.16,False
e06443,Argentina,0.9,True
a2cecf,United States,277.37,False
76cc7a,Singapore,251.67,False
ac7f1c,United States,103.44,False
a2bba4,United States,236.74,False
c06b76,Canada,30.35,False
ab03a4,United States,102.27,False
e06459,Argentina,227.07,False
a34542,United States,60.42,False
a9ff49,United States,226.99,False
accf07,United States,266.83,False
a9ff42,United States,127.61,False
a1057a,United States,259.05,False
a0d236,United States,67.38,False
a6e0c9,United States,8.23,True
ac7f41,United States,236.78,False
a5e880,United States,63.8,False
a8deb4,United States,228.45,False
4ab568,Sweden,0.0,True
c024c5,Canada,219.86,False
8a0942,Indonesia,144.39,False
507cb2,Uzbekistan,139.04,False
c81cdb,New Zealand,46.81,False
abafda,United States,93.54,False
aa9679,United States,67.19,False
4ab56f,Sweden,63.28,False
c06d48,Canada,270.39,False
a71546,United States,35.82,False
8a091d,Indonesia,221.13,False
846444,Japan,191.52,False
ab0693,United States,31.02,False
aae680,United States,232.84,False
a9b806,United States,267.02,False
a2bbf2,United States,206.63,False
a3323d,United States,212.19,False
a21262,United States,53.55,False
a69242,United States,225.1,False
ac134a,United States,0.0,True
ac267c,United States,73.57,False
507cab,Uzbekistan,237.63,False
ac0027,United States,125.65,False
a82215,United States,242.67,False
a95514,United States,148.2,False
76cd07,Singapore,91.52,False
8832ea,Thailand,256.54,False
76cd09,Singapore,272.6,False
c06d05,Canada,44.67,False
a60852,United States,247.81,False
abf351,United States,216.8,False
a72846,United States,195.43,False
76cd10,Singapore,76.06,False
76cd11,Singapore,118.77,False
4078fd,United Kingdom,226.85,False
ac136d,United States,281.05,False
e48e94,Brazil,75.19,False
7c78ac,Australia,0.06,True
7c78ab,Australia,67.59,False
ac0048,United States,0.0,True
7c78aa,Australia,0.0,True
ad201e,United States,229.58,False
ab904f,United States,58.58,False
abe030,United States,75.74,False
75027e,Malaysia,224.39,False
7c78ae,Australia,123.38,False
a72834,United States,140.97,False
7c78a9,Australia,202.62,False
ab905c,United States,219.82,False
a4fbac,United States,195.58,False
4078ef,United Kingdom,222.25,False
a72859,United States,216.91,False
a9ec88,United States,25.73,False
8965f8,United Arab Emirates,175.47,False
7c78b2,Australia,3.6,True
7c78b1,Australia,0.13,True
8965f6,United Arab Emirates,228.7,False
7c78b0,Australia,126.94,False
a57229,United States,260.02,False
4078f0,United Kingdom,226.41,False
4d0243,Luxembourg,249.33,False
ad2051,United States,41.91,False
4078de,United Kingdom,227.5,False
84640c,Japan,171.89,False
44ccd1,Belgium,76.86,False
a9ec98,United States,54.62,False
e48e77,Brazil,235.4,False
c037d1,Canada,4.37,True
a4a21f,United States,109.25,False
ac138c,United States,262.6,False
acaa77,United States,150.0,False
a9558d,United States,256.67,False
7c5326,Australia,5.66,True
7c5325,Australia,216.91,False
a597a6,United States,82.4,False
a104d0,United States,47.29,False
a8359c,United States,96.76,False
c81e05,New Zealand,128.1,False
43bfe1,United Kingdom,4.89,True
ac5a94,United States,195.63,False
e80335,Chile,211.54,False
a9a573,United States,259.15,False
a9559a,United States,134.31,False
c01286,Canada,62.26,False
e8032d,Chile,255.88,False
ac390f,United States,206.91,False
e8032f,Chile,228.23,False
7c5310,Australia,173.44,False
7c530c,Australia,0.0,True
7c530a,Australia,151.55,False
e8033c,Chile,221.27,False
7c5304,Australia,135.61,False
7c5305,Australia,0.0,True
7c5301,Australia,102.56,False
a597c5,United States,46.71,False
a3ca01,United States,150.0,False
40666d,United Kingdom,214.91,False
7c5309,Australia,188.88,False
ab5faa,United States,204.49,False
781eea,China,94.56,False
ab060b,United States,51.94,False
43bfef,United Kingdom,5.14,True
a081a3,United States,128.76,False
a82298,United States,208.08,False
a50a08,United States,55.07,False
c81e2c,New Zealand,233.36,False
ad7a98,United States,124.81,False
ac7fa0,United States,110.45,False
40665e,United Kingdom,202.19,False
43bff0,United Kingdom,5.4,True
aaf947,United States,180.81,False
43bfdc,United Kingdom,8.23,True
43bfde,United Kingdom,3.86,True
43bfdf,United Kingdom,16.98,True
a25a58,United States,65.99,False
ac7faa,United States,95.07,False
a8def1,United States,233.79,False
a94236,United States,216.76,False
ab195f,United States,38.57,False
a8222c,United States,160.49,False
ab1971,United States,237.72,False
a331a3,United States,27.8,False
a6e234,United States,37.61,False
a83569,United States,193.29,False
e48e05,Brazil,194.7,False
c0256e,Canada,180.92,False
aaf968,United States,5.66,True
a8ded6,United States,56.63,False
accfac,United States,33.25,False
7c5344,Australia,130.38,False
a38d48,United States,211.11,False
ada932,United States,212.08,False
7c5343,Australia,131.62,False
a96877,United States,10.8,True
346489,Spain,205.06,False
a5c293,United States,34.21,False
3cce71,Germany,84.48,False
a6e258,United States,212.2,False
a8dee0,United States,210.2,False
a37a08,United States,241.22,False
a6f589,United States,52.48,False
abf308,United States,259.66,False
a38d36,United States,215.07,False
896714,United Arab Emirates,89.33,False
a9fec4,United States,239.95,False
a081f4,United States,26.12,False
a95556,United States,61.44,False
a344aa,United States,100.88,False
70aa71,Nepal,73.24,False
e80326,Chile,231.7,False
a8deda,United States,1.8,True
c07ee8,Canada,244.36,False
aa1a49,United States,46.54,False
a2aa76,United States,160.0,False
c07ee0,Canada,242.36,False
a451cf,United States,255.83,False
0201a4,Morocco,249.72,False
a4b4dc,United States,202.36,False
aad1a3,United States,38.5,False
a51d91,United States,62.61,False
ab04dd,United States,59.55,False
ab04f3,United States,227.79,False
aa1a1d,United States,113.49,False
ab04f9,United States,207.64,False
a954ae,United States,69.03,False
345249,Spain,222.48,False
a01a9a,United States,33.96,False
c0121e,Canada,194.6,False
a4a1cc,United States,250.04,False
0201c1,Morocco,224.08,False
a49a2c,United States,181.56,False
e49fb1,Brazil,214.92,False
a1f1de,United States,245.03,False
e49fb5,Brazil,76.35,False
e49fb4,Brazil,232.51,False
aa1a16,United States,114.06,False
ab3a4e,United States,34.98,False
c0253f,Canada,213.71,False
a6f4be,United States,58.92,False
c07ef2,Canada,205.59,False
0201b5,Morocco,261.94,False
c07eee,Canada,188.92,False
a834c0,United States,60.17,False
a1f1cd,United States,60.4,False
ad44bc,United States,247.11,False
a4ea77,United States,201.34,False
c03887,Canada,40.46,False
407995,United Kingdom,214.04,False
89667c,United Arab Emirates,269.29,False
406668,United Kingdom,7.72,True
ac5a4a,United States,215.87,False
34520b,Spain,199.28,False
a51d42,United States,58.64,False
781fb4,China,224.29,False
34520e,Spain,273.14,False
40797c,United Kingdom,114.61,False
a08317,United States,194.99,False
adca12,United States,186.11,False
89668a,United Arab Emirates,237.33,False
addd34,United States,30.91,False
acaa1c,United States,157.83,False
a584bc,United States,202.07,False
ac11e2,United States,3.34,True
aa2d14,United States,186.57,False
a74a02,United States,40.04,False
a5d4b5,United States,29.68,False
a49a82,United States,214.6,False
a03fd0,United States,245.48,False
a10614,United States,227.1,False
400fda,United Kingdom,186.41,False
ac5a73,United States,238.59,False
a0f926,United States,78.26,False
a1193f,United States,45.58,False
780cb0,China,259.82,False
ac11fb,United States,248.74,False
addd59,United States,31.99,False
7501f1,Malaysia,165.18,False
acbd6f,United States,115.54,False
a451db,United States,214.82,False
407959,United Kingdom,148.74,False
e0b390,Argentina,75.23,False
ae51b6,United States,68.84,False
ae51b4,United States,58.51,False
a0e607,United States,204.29,False
e0b392,Argentina,168.89,False
c010ec,Canada,224.33,False
a0c000,United States,88.54,False
8965d0,United Arab Emirates,24.91,False
a1afec,United States,185.53,False
a2396e,United States,202.15,False
7c77f9,Australia,5.14,True
7c77f8,Australia,219.35,False
8965d5,United Arab Emirates,103.82,False
7c77f5,Australia,191.3,False
7c77f4,Australia,0.0,True
a22669,United States,0.0,True
7c77d9,Australia,117.68,False
a9ed95,United States,51.76,False
c06c8c,Canada,136.85,False
15205e,Russian Federation,245.84,False
c010f6,Canada,262.07,False
a2264a,United States,37.44,False
a99d87,United States,234.22,False
a22635,United States,41.17,False
a46603,United States,227.65,False
a4fca0,United States,237.21,False
76cd71,Singapore,269.3,False
a27fdb,United States,201.1,False
76cd75,Singapore,241.08,False
abf29f,United States,179.33,False
4077fb,United Kingdom,78.36,False
a3dcc2,United States,10.29,True
4d00f1,Luxembourg,221.28,False
75033c,Malaysia,208.23,False
a1afc8,United States,137.18,False
a22642,United States,219.24,False
a5e949,United States,173.06,False
a35949,United States,4.37,True
a8cd91,United States,33.63,False
a0d374,United States,227.18,False
89409e,Bahrain,14.92,True
a1903c,United States,78.24,False
a74a5a,United States,169.24,False
a9b7f6,United States,8.23,True
a9a4c2,United States,251.84,False
4b9856,Turkey,238.32,False
a9b7dd,United States,173.99,False
a2cffc,United States,66.59,False
c06c4e,Canada,227.42,False
a86a2b,United States,4.12,True
75031a,Malaysia,128.16,False
a0e69b,United States,36.13,False
8a08eb,Indonesia,215.51,False
152028,Russian Federation,27.57,False
a0c049,United States,27.34,False
7c77fa,Australia,235.91,False
7c77fd,Australia,5.14,True
a33339,United States,248.96,False
a2cff2,United States,209.08,False
ac37bd,United States,197.17,False
a7ad7c,United States,205.84,False
89408e,Bahrain,279.32,False
89408d,Bahrain,265.36,False
a0e695,United States,46.44,False
15203c,Russian Federation,256.38,False
a7ad84,United States,248.47,False
a9ed1f,United States,46.48,False
a954ca,United States,77.17,False
a33325,United States,83.85,False
a9b7cb,United States,118.73,False
c06c82,Canada,67.08,False
a33327,United States,212.15,False
c06c81,Canada,122.48,False
a92d70,United States,43.68,False
a3e911,United States,1.03,True
040190,Ethiopia,251.89,False
ac52ee,United States,173.62,False
a0cfbd,United States,262.85,False
aceb61,United States,219.19,False
a52911,United States,99.17,False
a92d6d,United States,258.28,False
a7da2a,United States,273.2,False
040187,Ethiopia,265.4,False
ade8ff,United States,166.11,False
ade8fa,United States,224.34,False
4ca4b0,Ireland,252.17,False
a9e4d1,United States,51.78,False
ac52ff,United States,77.25,False
aa5b92,United States,224.02,False
adc2a4,United States,224.34,False
a32fa7,United States,239.99,False
adc2a7,United States,208.04,False
ac9b86,United States,3.34,True
a42a91,United States,2.06,True
a6ba82,United States,38.71,False
040171,Ethiopia,225.7,False
040170,Ethiopia,262.72,False
a1a924,United States,224.38,False
a741fe,United States,85.7,False
c0405a,Canada,188.85,False
e4a012,Brazil,77.17,False
04016c,Ethiopia,241.77,False
c04051,Canada,211.93,False
c04052,Canada,237.26,False
a491f1,United States,219.49,False
04016e,Ethiopia,204.77,False
a8c4d8,United States,255.74,False
aceb76,United States,244.26,False
c0404f,Canada,230.21,False
a27929,United States,183.58,False
89902f,Taiwan,262.79,False
a43ca8,United States,136.49,False
c07996,Canada,233.48,False
4bcd86,Turkey,3.86,True
4bcd83,Turkey,257.72,False
c07995,Canada,256.87,False
4bcd82,Turkey,176.66,False
0d085c,Mexico,227.76,False
a66a2e,United States,194.3,False
0d085d,Mexico,234.0,False
a26661,United States,52.85,False
a1332e,United States,57.01,False
a887e0,United States,247.54,False
a80d40,United States,0.0,True
040141,Ethiopia,250.96,False
a32ff6,United States,213.59,False
a67d66,United States,106.81,False
406ec9,United Kingdom,253.86,False
c05339,Canada,104.74,False
04014b,Ethiopia,246.36,False
a3861f,United States,263.17,False
4ca4f5,Ireland,113.92,False
4ca4f4,Ireland,133.98,False
a1efe7,United States,227.0,False
04014e,Ethiopia,250.12,False
c1e973,Canada,0.0,True
a7ed0d,United States,99.82,False
4ca4f2,Ireland,217.52,False
c8195a,New Zealand,128.98,False
3a444f,France,40.85,False
a874a6,United States,42.8,False
89900e,Taiwan,241.57,False
a887fd,United States,227.06,False
a54a6b,United States,35.36,False
a79d78,United States,243.33,False
a7ed52,United States,43.52,False
c1e932,Canada,9.26,True
c0534e,Canada,130.99,False
040127,Ethiopia,266.25,False
a1463a,United States,192.31,False
a0133b,United States,157.84,False
780204,China,268.26,False
ac671b,United States,267.06,False
49d3d4,Czech Republic,92.93,False
a02681,United States,0.0,True
899038,Taiwan,211.7,False
ab473a,United States,277.0,False
899039,Taiwan,234.7,False
c1e947,Canada,7.46,True
a0267b,United States,99.22,False
a0001a,United States,212.12,False
a64974,United States,170.0,False
a5031a,United States,268.4,False
acfe09,United States,177.71,False
a2b66c,United States,53.11,False
ac65a5,United States,33.02,False
a2fcf4,United States,69.26,False
406f7a,United Kingdom,169.16,False
a2fcf2,United States,207.46,False
abde0b,United States,210.35,False
a7561b,United States,45.23,False
c1e917,Canada,12.35,True
a75634,United States,205.02,False
a2536f,United States,0.0,True
a5acac,United States,57.35,False
406f75,United Kingdom,261.4,False
406f76,United Kingdom,230.75,False
e4894f,Brazil,179.25,False
a5bfe9,United States,268.48,False
a50341,United States,40.64,False
a2c992,United States,248.54,False
406f78,United Kingdom,259.45,False
a6dfaa,United States,66.43,False
a13392,United States,174.41,False
a2668b,United States,239.96,False
a7da9f,United States,135.22,False
a0007f,United States,0.0,True
a64996,United States,2.57,True
c07973,Canada,74.62,False
c07971,Canada,199.96,False
a6dfe7,United States,142.74,False
0d083b,Mexico,203.9,False
a49314,United States,193.79,False
a63666,United States,157.51,False
ab7b38,United States,0.0,True
a4e339,United States,88.63,False
a7a60e,United States,186.21,False
a7a616,United States,268.94,False
aba8eb,United States,146.58,False
a1a98d,United States,222.83,False
ac65bb,United States,267.05,False
ad98d9,United States,34.47,False
ab8e6c,United States,26.69,False
a91a83,United States,32.41,False
a49378,United States,31.38,False
a56fc7,United States,46.47,False
a06e0b,United States,1.8,True
a49375,United States,241.39,False
498437,Czech Republic,62.21,False
c07915,Canada,145.83,False
ab7b67,United States,67.32,False
a1209f,United States,64.01,False
acb5ac,United States,48.33,False
a7da5f,United States,209.9,False
a7da9c,United States,6.94,True
0d0806,Mexico,188.28,False
ae08fa,United States,159.69,False
7c3a3c,Australia,32.87,False
a64955,United States,194.24,False
a2b698,United States,80.77,False
aa2701,United States,206.44,False
a55cb9,United States,77.38,False
732561,Islamic Republic of Iran,75.47,False
a7da8f,United States,189.3,False
a2fcee,United States,181.98,False
aceb1b,United States,131.5,False
a4e307,United States,209.92,False
a06e11,United States,242.48,False
a8a017,United States,68.43,False
a05b1a,United States,136.06,False
a038ff,United States,0.0,True
c051e6,Canada,141.53,False
a145b7,United States,251.05,False
c051e1,Canada,97.6,False
a97029,United States,212.42,False
a5f064,United States,50.54,False
ac668d,United States,159.65,False
a9e65d,United States,53.7,False
a7302f,United States,6.43,True
78029c,China,199.06,False
3ab9ff,France,0.0,True
a17b16,United States,0.39,True
ab2072,United States,221.36,False
a06e71,United States,237.95,False
acb679,United States,257.62,False
ac536c,United States,84.12,False
a9e62a,United States,38.41,False
ac404f,United States,210.87,False
c1e7e7,Canada,17.49,False
a5f06e,United States,226.56,False
ac4067,United States,0.06,True
a1a8b2,United States,67.98,False
add66d,United States,98.46,False
add66c,United States,198.28,False
a158c9,United States,220.11,False
ac537f,United States,202.5,False
50840a,Ukraine,210.22,False
c051da,Canada,228.41,False
a7ecfc,United States,53.11,False
a025bc,United States,47.47,False
d76857,,61.07,False
c051f2,Canada,123.74,False
ac538f,United States,247.75,False
ab2098,United States,56.1,False
c818da,New Zealand,96.21,False
a79ccc,United States,55.26,False
a7565f,United States,51.41,False
a6ccd1,United States,40.13,False
a75676,United States,161.92,False
a50370,United States,249.51,False
394a07,France,269.74,False
394a06,France,281.54,False
a252a7,United States,204.24,False
a99648,United States,168.57,False
394a09,France,277.17,False
a4d040,United States,7.2,True
8881d7,Viet Nam,185.72,False
394a14,France,247.05,False
0d06da,Mexico,131.06,False
4ca566,Ireland,235.17,False
4ca565,Ireland,211.22,False
394a18,France,212.59,False
a2fe32,United States,50.41,False
394a17,France,251.22,False
ac407d,United States,226.73,False
4ca568,Ireland,184.64,False
c805cc,New Zealand,36.13,False
a62376,United States,33.55,False
a31e37,United States,57.25,False
0d06f6,Mexico,205.67,False
a3b05d,United States,246.17,False
a7a666,United States,74.6,False
a2fe21,United States,243.62,False
aa6ccb,United States,215.49,False
a2fe15,United States,54.84,False
adb04a,United States,98.33,False
a1cb05,United States,285.98,False
a4d04c,United States,220.83,False
ac793f,United States,189.32,False
a9d39e,United States,0.0,True
aa6e58,United States,66.36,False
a1cb77,United States,40.65,False
780219,China,232.69,False
a31e96,United States,151.29,False
780217,China,216.8,False
a43e6e,United States,82.0,False
a372e0,United States,88.5,False
a6ce36,United States,212.89,False
a4e2a0,United States,72.96,False
a42b45,United States,141.57,False
aba956,United States,143.84,False
a3c2be,United States,192.52,False
ab5975,United States,241.39,False
780220,China,124.0,False
7caeab,Australia,81.51,False
ac6622,United States,153.35,False
5082f0,Ukraine,111.02,False
0d06a7,Mexico,246.41,False
899016,Taiwan,217.4,False
aba93f,United States,133.15,False
78021a,China,3.09,True
899013,Taiwan,243.25,False
48c5f9,Poland,144.79,False
a1cb5c,United States,51.88,False
a1de8d,United States,132.5,False
ab8cc1,United States,210.51,False
a7db08,United States,228.58,False
a385da,United States,3.34,True
a43e60,United States,221.42,False
780233,China,239.34,False
394a0c,France,235.94,False
a2eb38,United States,38.65,False
780231,China,226.83,False
ac0fdc,United States,0.0,True
4ca56d,Ireland,220.09,False
acb60d,United States,256.81,False
a05b7e,United States,0.0,True
a768fd,United States,229.68,False
4ca56a,Ireland,223.72,False
ae093a,United States,202.55,False
7caea6,Australia,0.0,True
a622bc,United States,230.96,False
7c050f,Australia,78.74,False
a7b8d7,United States,229.81,False
a8a083,United States,214.95,False
aa25a6,United States,202.62,False
a30b31,United States,41.54,False
ac5314,United States,205.52,False
ac5312,United States,136.0,False
a2fe3c,United States,229.23,False
ac0ff9,United States,209.74,False
ad2fd0,United States,256.51,False
a9704d,United States,110.02,False
a528d6,United States,241.15,False
c05293,Canada,35.68,False
ac5326,United States,4.89,True
a85072,United States,35.0,False
a3e8dc,United States,212.29,False
a06db4,United States,221.73,False
ae093f,United States,168.45,False
a01412,United States,77.11,False
a515ad,United States,194.52,False
acc961,United States,112.19,False
aabcec,United States,45.81,False
ac6668,United States,246.35,False
aca309,United States,248.91,False
a768c2,United States,144.66,False
a4f5b3,United States,65.13,False
a55e48,United States,73.75,False
a7b8a1,United States,205.27,False
acfccc,United States,188.79,False
ac5349,United States,218.5,False
a2a2df,United States,132.53,False
a9969b,United States,246.63,False
a3c2a9,United States,84.92,False
a2a2e6,United States,203.67,False
a1cb80,United States,53.5,False
a2fe8f,United States,7.72,True
a1cb85,United States,65.79,False
a98382,United States,196.88,False
a43e7f,United States,0.06,True
a98386,United States,235.56,False
7c055b,Australia,10.61,False
a43e83,United States,243.44,False
44d1ba,Belgium,209.82,False
a7a5fa,United States,33.6,False
a862d7,United States,34.06,False
a26738,United States,211.17,False
a01459,United States,48.38,False
341446,Spain,12.35,True
ad60bb,United States,182.37,False
040048,Ethiopia,256.91,False
4ba9e7,Turkey,282.13,False
e48896,Brazil,199.06,False
4ba9e2,Turkey,194.15,False
502d23,Latvia,4.63,True
a6bb7f,United States,70.13,False
a2eb9e,United States,37.97,False
71c004,Republic of Korea,181.99,False
adb0b4,United States,0.0,True
a742c2,United States,223.73,False
ad8806,United States,57.31,False
a1dddf,United States,66.19,False
502d59,Latvia,219.47,False
a36105,United States,197.94,False
a2b759,United States,83.82,False
06a391,Qatar,224.19,False
a12132,United States,119.97,False
78161d,China,227.16,False
781634,China,248.04,False
ab4840,United States,220.73,False
502d3d,Latvia,219.75,False
040032,Ethiopia,244.35,False
406fd8,United Kingdom,212.67,False
ab483f,United States,98.05,False
a8b2a1,United States,62.16,False
781642,China,232.48,False
a0144e,United States,212.28,False
a79e8c,United States,40.98,False
89912d,Taiwan,0.0,True
89912c,Taiwan,232.77,False
a79e97,United States,59.93,False
a29aa5,United States,194.14,False
4481bf,Belgium,1.8,True
